"flex href","w-full src","box-border src","box-border src 2","box-border src 3","box-border src 5","sm:line-clamp-3","text-useCase-yourPricePurple","text-gray-1000","flex href 2","sr-only","kds-text-sm","pl-[1px]","underline"
"https://www.kohls.com/product/prd-6836368/juniors-so-low-rise-baggy-jeans.jsp?color=Light%20Destructed","https://media.kohlsimg.com/is/image/kohls/6836368_Light_Destructed?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6836368_Dark_Tint_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6836368_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6836368_Medium_Dark_Destructed_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6836368_Light_Destructed_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® Low Rise Baggy Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-6836368/juniors-so-low-rise-baggy-jeans.jsp?color=Light%20Destructed","Rated 4.3 out of 5 stars","4.3","()","110"
"https://www.kohls.com/product/prd-5020018/womens-nine-west-bootcut-jeans.jsp?color=Medium%20Wash%20Blast","https://media.kohlsimg.com/is/image/kohls/5020018_Medium_Wash_Blast?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/5020018_Dark_Rinse_Blast_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/5020018_White_Knight_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/5020018_Black_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/5020018_Medium_Wash_Blast_sw?wid=24&hei=24&op_sharpen=1","Women's Nine West Bootcut Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-5020018/womens-nine-west-bootcut-jeans.jsp?color=Medium%20Wash%20Blast","Rated 4.5 out of 5 stars","4.5","()","1731"
"https://www.kohls.com/product/prd-2305734/juniors-so-embroidered-bootcut-jeans.jsp?color=Dark%20Wash","https://media.kohlsimg.com/is/image/kohls/2305734_Dark_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/2305734_Medium_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/2305734_Light_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/2305734_Lite_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/2305734_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® Low Rise Bootcut Jeans","$26.39","$32.99 Reg.","https://www.kohls.com/product/prd-2305734/juniors-so-embroidered-bootcut-jeans.jsp?color=Dark%20Wash","Rated 4.2 out of 5 stars","4.2","()","1835"
"https://www.kohls.com/product/prd-4980229/womens-nine-west-skinny-jeans.jsp?color=Medium%20Wash","https://media.kohlsimg.com/is/image/kohls/4980229_Medium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4980229_White_Knight_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4980229_Black_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4980229_Rinse_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4980229_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Nine West Skinny Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-4980229/womens-nine-west-skinny-jeans.jsp?color=Medium%20Wash","Rated 4.2 out of 5 stars","4.2","()","750"
"https://www.kohls.com/product/prd-7870602/womens-lc-lauren-conrad-ultra-high-rise-straight-ankle-jeans-with-raw-hem.jsp","https://media.kohlsimg.com/is/image/kohls/7870602?wid=342&hei=342&op_sharpen=1","","","","","Women's LC Lauren Conrad Ultra High Rise Straight Ankle Jeans with Raw Hem","$31.99","$49.99 Reg.","https://www.kohls.com/product/prd-7870602/womens-lc-lauren-conrad-ultra-high-rise-straight-ankle-jeans-with-raw-hem.jsp","Rated 4.6 out of 5 stars","4.6","()","18"
"https://www.kohls.com/product/prd-4339154/womens-lc-lauren-conrad-feel-good-mid-rise-barely-bootcut-jeans.jsp?color=Pierre%20Wash","https://media.kohlsimg.com/is/image/kohls/4339154_Pierre_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4339154_Morning_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4339154_Black_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/4339154_Pierre_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-4339154/womens-lc-lauren-conrad-feel-good-mid-rise-barely-bootcut-jeans.jsp?color=Pierre%20Wash","Rated 4.2 out of 5 stars","4.2","()","433"
"https://www.kohls.com/product/prd-7920130/womens-sonoma-goods-for-life-high-rise-easy-denim-pants.jsp?color=Dark%20Wash","https://media.kohlsimg.com/is/image/kohls/7920130_Dark_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7920130_Medium_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","","","https://media.kohlsimg.com/is/image/kohls/7920130_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Sonoma Goods For Life® High Rise Easy Denim Pants","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7920130/womens-sonoma-goods-for-life-high-rise-easy-denim-pants.jsp?color=Dark%20Wash","Rated 4.5 out of 5 stars","4.5","()","22"
"https://www.kohls.com/product/prd-6890691/womens-sonoma-goods-for-life-high-rise-wide-leg-jeans.jsp?color=Bright%20Medium%20Wash","https://media.kohlsimg.com/is/image/kohls/6890691_Bright_Medium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6890691_Vintage_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6890691_Bright_Dark_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/6890691_Bright_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-6890691/womens-sonoma-goods-for-life-high-rise-wide-leg-jeans.jsp?color=Bright%20Medium%20Wash","Rated 4 out of 5 stars","4.0","()","770"
"https://www.kohls.com/product/prd-7623463/womens-sonoma-goods-for-life-curvy-mid-rise-bootcut-jeans.jsp?color=Medium%20Blue%20Wash","https://media.kohlsimg.com/is/image/kohls/7623463_Medium_Blue_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7623463_Deep_Blue_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7623463_Bright_Medium_Blue_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7623463_Medium_Blue_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans","$27.99","$34.99 Reg.","https://www.kohls.com/product/prd-7623463/womens-sonoma-goods-for-life-curvy-mid-rise-bootcut-jeans.jsp?color=Medium%20Blue%20Wash","Rated 4 out of 5 stars","4.0","()","118"
"https://www.kohls.com/product/prd-6125774/womens-lc-lauren-conrad-super-high-waisted-flare-jeans.jsp?color=Portia%20Rinse","https://media.kohlsimg.com/is/image/kohls/6125774_Portia_Rinse?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6125774_Hazel_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6125774_Tara_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/6125774_Portia_Rinse_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad Super High Waisted Flare Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-6125774/womens-lc-lauren-conrad-super-high-waisted-flare-jeans.jsp?color=Portia%20Rinse","Rated 4.4 out of 5 stars","4.4","()","848"
"https://www.kohls.com/product/prd-7627049/plus-size-sonoma-goods-for-life-curvy-high-rise-straight-jeans.jsp?color=Dark%20Wash","https://media.kohlsimg.com/is/image/kohls/7627049_Dark_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7627049_Bright_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7627049_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7627049_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans","$27.99","$34.99 Reg.","https://www.kohls.com/product/prd-7627049/plus-size-sonoma-goods-for-life-curvy-high-rise-straight-jeans.jsp?color=Dark%20Wash","Rated 3.7 out of 5 stars","3.7","()","262"
"https://www.kohls.com/product/prd-7786611/womens-apt-9-tummy-control-straight-jeans.jsp?color=Medium%20Potassium%20Wash","https://media.kohlsimg.com/is/image/kohls/7786611_Medium_Potassium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7786611_Black_Wash_sw?wid=24&hei=24&op_sharpen=1","","","https://media.kohlsimg.com/is/image/kohls/7786611_Medium_Potassium_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Apt. 9® Tummy Control Straight Jeans","$39.99","$49.99 Reg.","https://www.kohls.com/product/prd-7786611/womens-apt-9-tummy-control-straight-jeans.jsp?color=Medium%20Potassium%20Wash","Rated 3.9 out of 5 stars","3.9","()","61"
"https://www.kohls.com/product/prd-5170470/womens-lc-lauren-conrad-high-waist-bootcut-jeans.jsp?color=Glenn%20Wash","https://media.kohlsimg.com/is/image/kohls/5170470_Glenn_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/5170470_Malibu_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/5170470_Black_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/5170470_Glenn_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad High-Waist Bootcut Jeans","$31.99 - $35.99","$39.99 - $44.99 Reg.","https://www.kohls.com/product/prd-5170470/womens-lc-lauren-conrad-high-waist-bootcut-jeans.jsp?color=Glenn%20Wash","Rated 4.1 out of 5 stars","4.1","()","500"
"https://www.kohls.com/product/prd-7626871/petite-sonoma-goods-for-life-high-rise-straight-jeans.jsp?color=Medium%20Wash","https://media.kohlsimg.com/is/image/kohls/7626871_Medium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7626871_Bright_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7626871_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7626871_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","Petite Sonoma Goods For Life® High-Rise Straight Jeans","$27.99","$34.99 Reg.","https://www.kohls.com/product/prd-7626871/petite-sonoma-goods-for-life-high-rise-straight-jeans.jsp?color=Medium%20Wash","Rated 3.8 out of 5 stars","3.8","()","649"
"https://www.kohls.com/product/prd-7553606/juniors-so-high-rise-pull-on-wide-leg-jeans.jsp?color=Light%20Wash","https://media.kohlsimg.com/is/image/kohls/7553606_Light_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7553606_Medium_Tint_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7553606_Dark_Indigo_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7553606_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® High Rise Pull-On Wide Leg Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-7553606/juniors-so-high-rise-pull-on-wide-leg-jeans.jsp?color=Light%20Wash","Rated 4.1 out of 5 stars","4.1","()","163"
"https://www.kohls.com/product/prd-7541898/womens-lc-lauren-conrad-mid-rise-skinny-jeans.jsp?color=Lc%20Romelle%20Wash","https://media.kohlsimg.com/is/image/kohls/7541898_Lc_Romelle_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7541898_Lc_Smith_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7541898_Light_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7541898_Lc_Romelle_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad Mid Rise Skinny Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7541898/womens-lc-lauren-conrad-mid-rise-skinny-jeans.jsp?color=Lc%20Romelle%20Wash","Rated 4.4 out of 5 stars","4.4","()","111"
"https://www.kohls.com/product/prd-6890637/petite-sonoma-goods-for-life-high-rise-wide-leg-jeans.jsp?color=Bright%20Dark","https://media.kohlsimg.com/is/image/kohls/6890637_Bright_Dark?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6890637_Vintage_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6890637_Bright_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/6890637_Bright_Dark_sw?wid=24&hei=24&op_sharpen=1","Petite Sonoma Goods For Life® High Rise Wide Leg Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-6890637/petite-sonoma-goods-for-life-high-rise-wide-leg-jeans.jsp?color=Bright%20Dark","Rated 4 out of 5 stars","4.0","()","770"
"https://www.kohls.com/product/prd-7863233/plus-size-croft-barrow-straight-leg-denim-pull-on-pants.jsp?color=Dark%20Wash","https://media.kohlsimg.com/is/image/kohls/7863233_Dark_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7863233_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7863233_Rinse_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7863233_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants","$27.99","$34.99 Reg.","https://www.kohls.com/product/prd-7863233/plus-size-croft-barrow-straight-leg-denim-pull-on-pants.jsp?color=Dark%20Wash","Rated 3 out of 5 stars","3.0","()","82"
"https://www.kohls.com/product/prd-6307941/womens-lc-lauren-conrad-super-high-rise-true-straight-jeans.jsp?color=Century%20Pink","https://media.kohlsimg.com/is/image/kohls/6307941_Century_Pink?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6307941_Black_Rinse_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6307941_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6307941_Dark_Rinse_Denim_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6307941_Century_Pink_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad Super High-Rise True Straight Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-6307941/womens-lc-lauren-conrad-super-high-rise-true-straight-jeans.jsp?color=Century%20Pink","Rated 4.1 out of 5 stars","4.1","()","426"
"https://www.kohls.com/product/prd-7562473/juniors-so-high-rise-baggy-wide-leg-jeans.jsp?color=Bright%20Medium","https://media.kohlsimg.com/is/image/kohls/7562473_Bright_Medium?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7562473_Marbled_Light_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7562473_Medium_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7562473_Light_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7562473_Bright_Medium_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® High Rise Baggy Wide Leg Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-7562473/juniors-so-high-rise-baggy-wide-leg-jeans.jsp?color=Bright%20Medium","Rated 4.2 out of 5 stars","4.2","()","100"
"https://www.kohls.com/product/prd-6098823/juniors-so-high-rise-90s-straight-jeans.jsp?color=Light%20Blue","https://media.kohlsimg.com/is/image/kohls/6098823_Light_Blue?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6098823_Light_Vintage_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6098823_Medium_Destructed_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6098823_Light_Destructed_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6098823_Light_Blue_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® High-Rise '90s Straight Jeans","$20.79 - $31.99","$39.99 Reg.","https://www.kohls.com/product/prd-6098823/juniors-so-high-rise-90s-straight-jeans.jsp?color=Light%20Blue","Rated 4.2 out of 5 stars","4.2","()","148"
"https://www.kohls.com/product/prd-7863245/petite-croft-barrow-classic-pull-on-straight-leg-jeans.jsp?color=Dark%20Wash","https://media.kohlsimg.com/is/image/kohls/7863245_Dark_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7863245_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7863245_Graceful_Beige_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7863245_Rinse_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7863245_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","Petite Croft & Barrow® Classic Pull-On Straight Leg Jeans","$27.99","$34.99 Reg.","https://www.kohls.com/product/prd-7863245/petite-croft-barrow-classic-pull-on-straight-leg-jeans.jsp?color=Dark%20Wash","Rated 4.4 out of 5 stars","4.4","()","51"
"https://www.kohls.com/product/prd-7699542/womens-sonoma-goods-for-life-high-rise-barrel-jeans.jsp?color=Medium%20Wash","https://media.kohlsimg.com/is/image/kohls/7699542_Medium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7699542_Medium_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7699542_Grey_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7699542_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Sonoma Goods For Life® High Rise Barrel Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-7699542/womens-sonoma-goods-for-life-high-rise-barrel-jeans.jsp?color=Medium%20Wash","Rated 4.1 out of 5 stars","4.1","()","66"
"https://www.kohls.com/product/prd-7709780/womens-sonoma-goods-for-life-relaxed-tie-waist-mid-rise-wide-leg-jean.jsp?color=Light%20Wash","https://media.kohlsimg.com/is/image/kohls/7709780_Light_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7709780_Ecru_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7709780_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7709780_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Sonoma Goods For Life Relaxed Tie Waist Mid Rise Wide Leg Jean","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7709780/womens-sonoma-goods-for-life-relaxed-tie-waist-mid-rise-wide-leg-jean.jsp?color=Light%20Wash","Rated 4.4 out of 5 stars","4.4","()","157"
"https://www.kohls.com/product/prd-6662137/juniors-so-high-rise-cargo-jogger-jeans.jsp?color=Light","https://media.kohlsimg.com/is/image/kohls/6662137_Light?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6662137_Black_Luxe_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/6662137_Dark_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/6662137_Light_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® High Rise Cargo Jogger Jeans","$31.99","$39.99 Reg.","https://www.kohls.com/product/prd-6662137/juniors-so-high-rise-cargo-jogger-jeans.jsp?color=Light","Rated 4.5 out of 5 stars","4.5","()","164"
"https://www.kohls.com/product/prd-7668499/womens-lc-lauren-conrad-high-rise-cropped-kickflare-jeans.jsp?color=Allison%20Wa","https://media.kohlsimg.com/is/image/kohls/7668499_Allison_Wa?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7668499_Lc_Willow_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7668499_Black_sw?wid=24&hei=24&op_sharpen=1","","https://media.kohlsimg.com/is/image/kohls/7668499_Allison_Wa_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad High Rise Cropped Kickflare Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7668499/womens-lc-lauren-conrad-high-rise-cropped-kickflare-jeans.jsp?color=Allison%20Wa","Rated 4.4 out of 5 stars","4.4","()","63"
"https://www.kohls.com/product/prd-3741815/juniors-so-high-rise-jeggings.jsp?color=Medium%20Wash","https://media.kohlsimg.com/is/image/kohls/3741815_Medium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/3741815_Superlight_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/3741815_Dark_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/3741815_Medium_Clean_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/3741815_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® High-Rise Jeggings","$15.67 - $26.39","$19.59 - $32.99","https://www.kohls.com/product/prd-3741815/juniors-so-high-rise-jeggings.jsp?color=Medium%20Wash","Rated 4.3 out of 5 stars","4.3","()","1943"
"https://www.kohls.com/product/prd-7928803/womens-nine-west-5-pocket-wide-leg-jeans.jsp?color=Medium%20Wash","https://media.kohlsimg.com/is/image/kohls/7928803_Medium_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7928803_Dark_Rinse_Blast_sw?wid=24&hei=24&op_sharpen=1","","","https://media.kohlsimg.com/is/image/kohls/7928803_Medium_Wash_sw?wid=24&hei=24&op_sharpen=1","Women's Nine West 5-Pocket Wide Leg Jeans","$39.99","$49.99 Reg.","https://www.kohls.com/product/prd-7928803/womens-nine-west-5-pocket-wide-leg-jeans.jsp?color=Medium%20Wash","Rated 4.7 out of 5 stars","4.7","()","20"
"https://www.kohls.com/product/prd-4950590/womens-lc-lauren-conrad-feel-good-high-waist-super-skinny-jeans.jsp?color=Medium%20Rinse%20Delia","https://media.kohlsimg.com/is/image/kohls/4950590_Medium_Rinse_Delia?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4950590_Black_Rinse_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4950590_Dark_Rinse_Athens_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4950590_Dark_Rinse_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/4950590_Medium_Rinse_Delia_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad Feel Good High-Waist Super Skinny Jeans","$22.39 - $35.99","$27.99 - $44.99","https://www.kohls.com/product/prd-4950590/womens-lc-lauren-conrad-feel-good-high-waist-super-skinny-jeans.jsp?color=Medium%20Rinse%20Delia","Rated 4.3 out of 5 stars","4.3","()","680"
"https://www.kohls.com/product/prd-7976981/womens-sonoma-goods-for-life-high-rise-trouser-ankle-jeans.jsp?color=White","https://media.kohlsimg.com/is/image/kohls/7976981_White?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7976981_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","","","https://media.kohlsimg.com/is/image/kohls/7976981_White_sw?wid=24&hei=24&op_sharpen=1","Women's Sonoma Goods For Life® High Rise Trouser Ankle Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7976981/womens-sonoma-goods-for-life-high-rise-trouser-ankle-jeans.jsp?color=White","Rated 2.2 out of 5 stars","2.2","()","4"
"https://www.kohls.com/product/prd-7442911/juniors-so-curvy-low-rise-bootcut-jeans.jsp?color=Med%20Clean","https://media.kohlsimg.com/is/image/kohls/7442911_Med_Clean?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7442911_Dark_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7442911_Light_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7442911_Black_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7442911_Med_Clean_sw?wid=24&hei=24&op_sharpen=1","Juniors' SO® Curvy Low-Rise Bootcut Jeans","$26.39","$32.99 Reg.","https://www.kohls.com/product/prd-7442911/juniors-so-curvy-low-rise-bootcut-jeans.jsp?color=Med%20Clean","Rated 4.3 out of 5 stars","4.3","()","53"
"https://www.kohls.com/product/prd-7898432/womens-lc-lauren-conrad-high-rise-5-pocket-skinny-ankle-jeans.jsp?color=Valor%20Green","https://media.kohlsimg.com/is/image/kohls/7898432_Valor_Green?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7898432_Bright_Light_Blue_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7898432_Dusty_Pink_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7898432_Dark_Blue_Wash_sw?wid=24&hei=24&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7898432_Valor_Green_sw?wid=24&hei=24&op_sharpen=1","Women's LC Lauren Conrad High Rise 5-Pocket Skinny Ankle Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7898432/womens-lc-lauren-conrad-high-rise-5-pocket-skinny-ankle-jeans.jsp?color=Valor%20Green","Rated 3 out of 5 stars","3.0","()","7"
"https://www.kohls.com/product/prd-7817104/plus-size-lc-lauren-conrad-super-high-rise-true-straight-jeans.jsp?color=Lc%20Romelle%20Wash","https://media.kohlsimg.com/is/image/kohls/7817104_Lc_Romelle_Wash?wid=342&hei=342&op_sharpen=1","https://media.kohlsimg.com/is/image/kohls/7817104_Light_Wash_sw?wid=24&hei=24&op_sharpen=1","","","https://media.kohlsimg.com/is/image/kohls/7817104_Lc_Romelle_Wash_sw?wid=24&hei=24&op_sharpen=1","Plus Size LC Lauren Conrad Super High Rise True Straight Jeans","$35.99","$44.99 Reg.","https://www.kohls.com/product/prd-7817104/plus-size-lc-lauren-conrad-super-high-rise-true-straight-jeans.jsp?color=Lc%20Romelle%20Wash","Rated 4.4 out of 5 stars","4.4","()","23"
