"sale-tag","x-link-to href","sr-only","img-responsive src","img-responsive src 2","product-name","product-sale-price","product-list-price","merchant-flags"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-stretch-curvy-straight-jean/4437_5798_067","Link to product AE Stretch Curvy Straight Jean","https://s7d2.scene7.com/is/image/aeo/4437_5798_067_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4437_5798_067_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Curvy Straight Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/mom-jeans/ae-strigid-mom-jean/0436_5369_911","Link to product AE Strigid Mom Jean","https://s7d2.scene7.com/is/image/aeo/0436_5369_911_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0436_5369_911_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Mom Jean","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-low-rise-jegging/0431_5781_979","Link to product AE Next Level Low-Rise Jegging","https://s7d2.scene7.com/is/image/aeo/0431_5781_979_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0431_5781_979_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Low-Rise Jegging","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drape-strigid-low-rise-baggy-ultra-wide-leg-jean/0437_5684_433","Link to product AE Dreamy Drape Strigid Low-Rise Baggy Ultra-Wide Leg Jean","https://s7d2.scene7.com/is/image/aeo/0437_5684_433_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5684_433_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Strigid Low-Rise Baggy Ultra-Wide Leg Jean","$44.96 USD","$59.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-stretch-skinny-jean/0432_5934_532","Link to product AE Stretch Skinny Jean","https://s7d2.scene7.com/is/image/aeo/0432_5934_532_l1?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0432_5934_532_of?$plp-web-desktop$&fmt=jpeg","AE Stretch Skinny Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-high-waisted-skinny-kick-jean/0434_5878_022","Link to product AE Next Level High-Waisted Skinny Kick Jean","https://s7d2.scene7.com/is/image/aeo/0434_5878_022_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0434_5878_022_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Skinny Kick Jean","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-strigid-super-high-waisted-baggy-straight-jean/0437_5698_956","Link to product AE Strigid Super High-Waisted Baggy Straight Jean","https://s7d2.scene7.com/is/image/aeo/0437_5698_956_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5698_956_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Super High-Waisted Baggy Straight Jean","$35.97 USD","$59.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-stretch-mariner-jean/0438_6039_455","Link to product AE Stretch Mariner Jean","https://s7d2.scene7.com/is/image/aeo/0438_6039_455_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0438_6039_455_f?$plp-web-desktop$&fmt=jpeg","AE Stretch Mariner Jean","$41.97 USD","$69.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-strigid-curvy-super-high-waisted-baggy-straight-jean/4436_5859_915","Link to product AE Strigid Curvy Super High-Waisted Baggy Straight Jean","https://s7d2.scene7.com/is/image/aeo/4436_5859_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4436_5859_915_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Curvy Super High-Waisted Baggy Straight Jean","$35.97 USD","$59.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-stretch-skinny-jean/0432_5863_851","Link to product AE Stretch Skinny Jean","https://s7d2.scene7.com/is/image/aeo/0432_5863_851_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0432_5863_851_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Skinny Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-low-rise-kick-bootcut-jean/1437_6004_043","Link to product AE Next Level Low-Rise Kick Bootcut Jean","https://s7d2.scene7.com/is/image/aeo/1437_6004_043_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1437_6004_043_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Low-Rise Kick Bootcut Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-stretch-super-low-rise-kick-bootcut-jean/1437_6120_936","Link to product AE Stretch Super Low-Rise Kick Bootcut Jean","https://s7d2.scene7.com/is/image/aeo/1437_6120_936_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1437_6120_936_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Super Low-Rise Kick Bootcut Jean","$52.46 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-strigid-curvy-high-waisted-stovepipe-jean/4431_5809_930","Link to product AE Strigid Curvy High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4431_5809_930_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4431_5809_930_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Curvy High-Waisted Stovepipe Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-straight-jean/0435_6010_851","Link to product AE Stretch High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_6010_851_l1?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_6010_851_of?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Straight Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-dreamy-drape-stretch-curvy-super-high-waisted-baggy-wide-leg-jean/4436_6050_484","Link to product AE Dreamy Drape Stretch Curvy Super High-Waisted Baggy Wide-Leg Jean","https://s7d2.scene7.com/is/image/aeo/4436_6050_484_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4436_6050_484_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Stretch Curvy Super High-Waisted Baggy Wide-Leg Jean","$52.46 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-high-waisted-jegging/0433_5418_950","Link to product AE Next Level High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5418_950_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5418_950_b?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging","$29.96 USD","$39.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-straight-jean/0435_6062_521","Link to product AE Stretch High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_6062_521_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_6062_521_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Straight Jean","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-low-rise-kick-bootcut-jean/1437_5791_437","Link to product AE Next Level Low-Rise Kick Bootcut Jean","https://s7d2.scene7.com/is/image/aeo/1437_5791_437_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1437_5791_437_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Low-Rise Kick Bootcut Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-high-waisted-skinny-kick-jean/0434_5651_915","Link to product AE Next Level High-Waisted Skinny Kick Jean","https://s7d2.scene7.com/is/image/aeo/0434_5651_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0434_5651_915_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Skinny Kick Jean","$29.96 USD","$39.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-curvy-mom-jean/4433_5954_074","Link to product AE Curvy Mom Jean","https://s7d2.scene7.com/is/image/aeo/4433_5954_074_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4433_5954_074_ob?$plp-web-desktop$&fmt=jpeg","AE Curvy Mom Jean","$37.46 USD","$49.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-baggy-wide-leg-trouser/0437_5823_979","Link to product AE Baggy Wide-Leg Trouser","https://s7d2.scene7.com/is/image/aeo/0437_5823_979_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5823_979_ob?$plp-web-desktop$&fmt=jpeg","AE Baggy Wide-Leg Trouser","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drape-stretch-super-high-waisted-baggy-wide-leg-jean/0437_6163_936","Link to product AE Dreamy Drape Stretch Super High-Waisted Baggy Wide-Leg Jean","https://s7d2.scene7.com/is/image/aeo/0437_6163_936_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_6163_936_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Stretch Super High-Waisted Baggy Wide-Leg Jean","$37.46 USD","$49.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-baggy-wide-leg-trouser/0437_5824_894","Link to product AE Baggy Wide-Leg Trouser","https://s7d2.scene7.com/is/image/aeo/0437_5824_894_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5824_894_ob?$plp-web-desktop$&fmt=jpeg","AE Baggy Wide-Leg Trouser","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-stretch-curvy-ripped-straight-jean/4437_5955_508","Link to product AE Stretch Curvy Ripped Straight Jean","https://s7d2.scene7.com/is/image/aeo/4437_5955_508_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4437_5955_508_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Curvy Ripped Straight Jean","$52.46 USD","$69.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-patched-low-rise-jegging/0431_5782_009","Link to product AE Next Level Patched Low-Rise Jegging","https://s7d2.scene7.com/is/image/aeo/0431_5782_009_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0431_5782_009_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Patched Low-Rise Jegging","$52.46 USD","$69.95 USD",""
"Save
      
          69%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-super-high-waisted-straight-jean/0435_5800_534","Link to product AE Stretch Super High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_5800_534_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_5800_534_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Super High-Waisted Straight Jean","$18.74 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-stovepipe-jean/4435_5886_432","Link to product AE Stretch High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4435_5886_432_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4435_5886_432_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Stovepipe Jean","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-next-level-curvy-high-waisted-jegging/3439_5788_074","Link to product AE Next Level Curvy High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3439_5788_074_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3439_5788_074_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Curvy High-Waisted Jegging","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-low-rise-kick-bootcut-jean/1437_4541_896","Link to product AE Next Level Low-Rise Kick Bootcut Jean","https://s7d2.scene7.com/is/image/aeo/1437_4541_896_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1437_4541_896_b?$plp-web-desktop$&fmt=jpeg","AE Next Level Low-Rise Kick Bootcut Jean","$29.96 USD","$39.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-strigid-curvy-mom-jean/4433_5796_537","Link to product AE Strigid Curvy Mom Jean","https://s7d2.scene7.com/is/image/aeo/4433_5796_537_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4433_5796_537_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Curvy Mom Jean","$44.96 USD","$59.95 USD",""
"","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-low-rise-beachy-baggy-jean/0437_6148_936","Link to product AE Low-Rise Beachy Baggy Jean","https://s7d2.scene7.com/is/image/aeo/0437_6148_936_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_6148_936_ob?$plp-web-desktop$&fmt=jpeg","AE Low-Rise Beachy Baggy Jean","","$69.95 USD","New"
"","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-stretch-curvy-high-waisted-chain-stitch-straight-jean/4437_6149_915","Link to product AE Stretch Curvy High-Waisted Chain-Stitch Straight Jean","https://s7d2.scene7.com/is/image/aeo/4437_6149_915_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4437_6149_915_b?$plp-web-desktop$&fmt=jpeg","AE Stretch Curvy High-Waisted Chain-Stitch Straight Jean","","$89.95 USD","New + Online Exclusive"
"","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-dreamy-drape-stretch-super-low-rise-baggy-flare-jean/0437_6065_936","Link to product AE Dreamy Drape Stretch Super Low-Rise Baggy Flare Jean","https://s7d2.scene7.com/is/image/aeo/0437_6065_936_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_6065_936_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Stretch Super Low-Rise Baggy Flare Jean","","$69.95 USD","New"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-high-waisted-jegging/0433_5416_957","Link to product AE Next Level High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5416_957_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5416_957_b?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging","$29.96 USD","$39.95 USD",""
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/vintage-straight-jeans/ae77-premium-vintage-jean/7454_4821_915","Link to product AE77 Premium Vintage Jean","https://s7d2.scene7.com/is/image/aeo/7454_4821_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7454_4821_915_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Vintage Jean","","$138.00 USD","Online Exclusive"
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/bootcut-crop-jeans/ae77-premium-bootcut-crop-jean/7302_4943_915","Link to product AE77 Premium Bootcut Crop Jean","https://s7d2.scene7.com/is/image/aeo/7302_4943_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_4943_915_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Bootcut Crop Jean","","$128.00 USD",""
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/cigarette-jeans/ae77-premium-cigarette-jean/7302_4940_915","Link to product AE77 Premium Cigarette Jean","https://s7d2.scene7.com/is/image/aeo/7302_4940_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_4940_915_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Cigarette Jean","","$118.00 USD","Online Exclusive"
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/bootcut-crop-jeans/ae77-premium-bootcut-crop-jean/7302_4941_896","Link to product AE77 Premium Bootcut Crop Jean","https://s7d2.scene7.com/is/image/aeo/7302_4941_896_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_4941_896_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Bootcut Crop Jean","","$128.00 USD",""
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/wide-leg-jeans/ae77-premium-wide-crop-cuff-jean/7302_5037_915","Link to product AE77 Premium Wide Crop Cuff Jean","https://s7d2.scene7.com/is/image/aeo/7302_5037_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_5037_915_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Wide Crop Cuff Jean","","$138.00 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-high-waisted-jegging/0433_5417_914","Link to product AE Next Level High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5417_914_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5417_914_b?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging","$29.96 USD","$39.95 USD",""
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/wide-leg-jeans/ae77-premium-super-wide-jean/7302_4899_915","Link to product AE77 Premium Super Wide Jean","https://s7d2.scene7.com/is/image/aeo/7302_4899_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_4899_915_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Super Wide Jean","","$138.00 USD","Online Exclusive"
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/wide-leg-jeans/ae77-premium-wide-crop-cuff-jean/7302_4947_936","Link to product AE77 Premium Wide Crop Cuff Jean","https://s7d2.scene7.com/is/image/aeo/7302_4947_936_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_4947_936_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Wide Crop Cuff Jean","","$138.00 USD",""
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/vintage-straight-jeans/ae77-premium-vintage-jean/7454_4819_896","Link to product AE77 Premium Vintage Jean","https://s7d2.scene7.com/is/image/aeo/7454_4819_896_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7454_4819_896_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Vintage Jean","","$138.00 USD","Online Exclusive"
"","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-super-high-waisted-embroidered-flare-jean/1436_6187_909","Link to product AE Next Level Super High-Waisted Embroidered Flare Jean","https://s7d2.scene7.com/is/image/aeo/1436_6187_909_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1436_6187_909_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Embroidered Flare Jean","","$79.95 USD",""
"","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-super-high-waisted-flare-jean/1436_5881_053","Link to product AE Next Level Super High-Waisted Flare Jean","https://s7d2.scene7.com/is/image/aeo/1436_5881_053_l1?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1436_5881_053_of?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Flare Jean","","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/pants/jegging-skinny-pants/ae-next-level-high-waisted-jegging-jogger/0327_5533_265","Link to product AE Next Level High-Waisted Jegging Jogger","https://s7d2.scene7.com/is/image/aeo/0327_5533_265_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0327_5533_265_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging Jogger","$44.96 USD","$59.95 USD","Online Exclusive"
"","https://www.ae.com/intl/en/p/women/ae77-premium-denim/wide-leg-jeans/ae77-premium-super-wide-jean/7302_4816_001","Link to product AE77 Premium Super Wide Jean","https://s7d2.scene7.com/is/image/aeo/7302_4816_001_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/7302_4816_001_ob?$plp-web-desktop$&fmt=jpeg","AE77 Premium Super Wide Jean","","$138.00 USD","Online Exclusive"
