"sale-tag","x-link-to href","sr-only","img-responsive src","img-responsive src 2","product-name","product-sale-price","product-list-price","merchant-flags"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-straight-jean/0435_6025_455","Link to product AE Stretch High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_6025_455_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_6025_455_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Straight Jean","$52.46 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-dream-high-waisted-jegging/0433_2654_053","Link to product AE Dream High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_2654_053_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_2654_053_ob?$plp-web-desktop$&fmt=jpeg","AE Dream High-Waisted Jegging","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-super-high-waisted-jegging/3435_6018_953","Link to product AE Next Level Super High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3435_6018_953_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_6018_953_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Jegging","$44.96 USD","$59.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-next-level-curvy-ripped-super-high-waisted-flare-jean/4434_5754_959","Link to product AE Next Level Curvy Ripped Super High-Waisted Flare Jean","https://s7d2.scene7.com/is/image/aeo/4434_5754_959_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4434_5754_959_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Curvy Ripped Super High-Waisted Flare Jean","$35.97 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-stretch-low-rise-floral-flare-jean/1436_6227_459","Link to product AE Stretch Low-Rise Floral Flare Jean","https://s7d2.scene7.com/is/image/aeo/1436_6227_459_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1436_6227_459_b?$plp-web-desktop$&fmt=jpeg","AE Stretch Low-Rise Floral Flare Jean","$56.21 USD","$74.95 USD","Online Exclusive"
"Save
      
          30%","https://www.ae.com/intl/en/p/women/pants/curvy-pants/ae-curvy-high-waisted-jegging/0323_5815_273","Link to product AE Curvy High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0323_5815_273_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0323_5815_273_ob?$plp-web-desktop$&fmt=jpeg","AE Curvy High-Waisted Jegging","$34.96 USD","$49.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/mom-jeans/ae-strigid-mom-jean/0436_5794_022","Link to product AE Strigid Mom Jean","https://s7d2.scene7.com/is/image/aeo/0436_5794_022_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0436_5794_022_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Mom Jean","$44.96 USD","$59.95 USD",""
"Save
      
          50%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-embellished-stretch-low-rise-baggy-straight-jean/0437_5900_081","Link to product AE Embellished Stretch Low-Rise Baggy Straight Jean","https://s7d2.scene7.com/is/image/aeo/0437_5900_081_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5900_081_d1?$plp-web-desktop$&fmt=jpeg","AE Embellished Stretch Low-Rise Baggy Straight Jean","$39.97 USD","$79.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-next-level-curvy-high-waisted-jegging/3439_6043_488","Link to product AE Next Level Curvy High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3439_6043_488_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3439_6043_488_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Curvy High-Waisted Jegging","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-straight-jean/0435_6162_001","Link to product AE Stretch High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_6162_001_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_6162_001_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Straight Jean","$37.46 USD","$49.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-stovepipe-jean/4435_5738_200","Link to product AE Stretch High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4435_5738_200_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4435_5738_200_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Stovepipe Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/pants/jegging-skinny-pants/ae-stretch-high-waisted-skinny-pant/0463_5790_273","Link to product AE Stretch High-Waisted Skinny Pant","https://s7d2.scene7.com/is/image/aeo/0463_5790_273_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0463_5790_273_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Skinny Pant","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drapey-super-high-waisted-baggy-wide-leg-jean/0437_5818_508","Link to product AE Dreamy Drapey Super High-Waisted Baggy Wide-Leg Jean","https://s7d2.scene7.com/is/image/aeo/0437_5818_508_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5818_508_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drapey Super High-Waisted Baggy Wide-Leg Jean","$41.97 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-super-high-waisted-ripped-jegging/3435_5506_826","Link to product AE Next Level Super High-Waisted Ripped Jegging","https://s7d2.scene7.com/is/image/aeo/3435_5506_826_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_5506_826_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Ripped Jegging","$52.46 USD","$69.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drape-a-line-fit-jean/0437_5944_987","Link to product AE Dreamy Drape A-Line Fit Jean","https://s7d2.scene7.com/is/image/aeo/0437_5944_987_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5944_987_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape A-Line Fit Jean","$41.97 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-strigid-low-rise-baggy-straight-jean/0437_5814_987","Link to product AE Strigid Low-Rise Baggy Straight Jean","https://s7d2.scene7.com/is/image/aeo/0437_5814_987_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5814_987_f?$plp-web-desktop$&fmt=jpeg","AE Strigid Low-Rise Baggy Straight Jean","$52.46 USD","$69.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drape-baggy-a-line-fit-jean/0437_5945_898","Link to product AE Dreamy Drape Baggy A-Line Fit Jean","https://s7d2.scene7.com/is/image/aeo/0437_5945_898_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5945_898_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Baggy A-Line Fit Jean","$41.97 USD","$69.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-super-high-waisted-jegging/3435_5244_970","Link to product AE Next Level Super High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3435_5244_970_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_5244_970_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Jegging","$37.46 USD","$49.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-stretch-mariner-jean/0438_6038_294","Link to product AE Stretch Mariner Jean","https://s7d2.scene7.com/is/image/aeo/0438_6038_294_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0438_6038_294_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Mariner Jean","$41.97 USD","$69.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-high-waisted-skinny-kick-jean/0434_5749_978","Link to product AE Next Level High-Waisted Skinny Kick Jean","https://s7d2.scene7.com/is/image/aeo/0434_5749_978_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0434_5749_978_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Skinny Kick Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-strigid-low-rise-baggy-straight-jean/0437_6035_947","Link to product AE Strigid Low-Rise Baggy Straight Jean","https://s7d2.scene7.com/is/image/aeo/0437_6035_947_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_6035_947_f?$plp-web-desktop$&fmt=jpeg","AE Strigid Low-Rise Baggy Straight Jean","$59.96 USD","$79.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-baggy-a-line-fit-jean/0437_5946_053","Link to product AE Baggy A-Line Fit Jean","https://s7d2.scene7.com/is/image/aeo/0437_5946_053_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5946_053_ob?$plp-web-desktop$&fmt=jpeg","AE Baggy A-Line Fit Jean","$41.97 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-super-high-waisted-jegging/3435_4756_914","Link to product AE Next Level Super High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3435_4756_914_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_4756_914_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Jegging","$29.96 USD","$39.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-strigid-curvy-high-waisted-stovepipe-jean/4431_6049_922","Link to product AE Strigid Curvy High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4431_6049_922_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4431_6049_922_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Curvy High-Waisted Stovepipe Jean","$44.96 USD","$59.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-stovepipe-jean/4435_5738_255","Link to product AE Stretch High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4435_5738_255_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4435_5738_255_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Stovepipe Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-super-high-waisted-jegging/3435_3745_134","Link to product AE Next Level Super High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3435_3745_134_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_3745_134_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Jegging","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-low-rise-pull-on-barrel-jean/0437_6109_915","Link to product AE Low-Rise Pull-On Barrel Jean","https://s7d2.scene7.com/is/image/aeo/0437_6109_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_6109_915_ob?$plp-web-desktop$&fmt=jpeg","AE Low-Rise Pull-On Barrel Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-ripped-high-waisted-jegging/0433_5236_947","Link to product AE Next Level Ripped High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5236_947_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5236_947_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Ripped High-Waisted Jegging","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/pants/jegging-skinny-pants/ae-next-level-high-waisted-jegging-jogger/0327_5533_329","Link to product AE Next Level High-Waisted Jegging Jogger","https://s7d2.scene7.com/is/image/aeo/0327_5533_329_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0327_5533_329_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging Jogger","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drape-strigid-a-line-fit-jean/0437_5889_909","Link to product AE Dreamy Drape Strigid A-Line Fit Jean","https://s7d2.scene7.com/is/image/aeo/0437_5889_909_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5889_909_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Strigid A-Line Fit Jean","$41.97 USD","$69.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-stretch-skinny-jean/0432_5892_516","Link to product AE Stretch Skinny Jean","https://s7d2.scene7.com/is/image/aeo/0432_5892_516_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0432_5892_516_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Skinny Jean","$35.97 USD","$59.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-super-high-waisted-ripped-ankle-straight-jean/0435_4822_432","Link to product AE Stretch Super High-Waisted Ripped Ankle Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_4822_432_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_4822_432_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Super High-Waisted Ripped Ankle Straight Jean","$41.97 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-strigid-curvy-ripped-mom-jean/4433_5797_471","Link to product AE Strigid Curvy Ripped Mom Jean","https://s7d2.scene7.com/is/image/aeo/4433_5797_471_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4433_5797_471_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Curvy Ripped Mom Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/mom-jeans/ae-strigid-ripped-mom-jean/0436_5520_863","Link to product AE Strigid Ripped Mom Jean","https://s7d2.scene7.com/is/image/aeo/0436_5520_863_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0436_5520_863_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Ripped Mom Jean","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-low-rise-ripped-jegging/0431_5235_957","Link to product AE Next Level Low-Rise Ripped Jegging","https://s7d2.scene7.com/is/image/aeo/0431_5235_957_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0431_5235_957_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Low-Rise Ripped Jegging","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-stretch-super-low-rise-kick-bootcut-jean/1437_6117_896","Link to product AE Stretch Super Low-Rise Kick Bootcut Jean","https://s7d2.scene7.com/is/image/aeo/1437_6117_896_l1?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1437_6117_896_of?$plp-web-desktop$&fmt=jpeg","AE Stretch Super Low-Rise Kick Bootcut Jean","$52.46 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-super-high-waisted-straight-jean/0435_5141_953","Link to product AE Stretch Super High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_5141_953_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_5141_953_f?$plp-web-desktop$&fmt=jpeg","AE Stretch Super High-Waisted Straight Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-ripped-high-waisted-jegging/0433_5784_928","Link to product AE Next Level Ripped High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5784_928_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5784_928_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Ripped High-Waisted Jegging","$52.46 USD","$69.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/barrel-jeans/ae-dreamy-drape-strigid-barrel-jean/3436_5644_200","Link to product AE Dreamy Drape Strigid Barrel Jean","https://s7d2.scene7.com/is/image/aeo/3436_5644_200_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3436_5644_200_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Strigid Barrel Jean","$44.96 USD","$59.95 USD",""
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-super-high-waisted-flare-jean/1436_5724_599","Link to product AE Next Level Super High-Waisted Flare Jean","https://s7d2.scene7.com/is/image/aeo/1436_5724_599_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1436_5724_599_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Flare Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/pants/jegging-skinny-pants/ae-stretch-high-waisted-skinny-pant/0463_5790_016","Link to product AE Stretch High-Waisted Skinny Pant","https://s7d2.scene7.com/is/image/aeo/0463_5790_016_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0463_5790_016_b?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Skinny Pant","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-stovepipe-jean/4435_5807_045","Link to product AE Stretch High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4435_5807_045_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4435_5807_045_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Stovepipe Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-high-waisted-jegging/0433_5783_905","Link to product AE Next Level High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5783_905_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5783_905_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-stretch-curvy-high-waisted-stovepipe-jean/4431_6240_167","Link to product AE Stretch Curvy High-Waisted Stovepipe Jean","https://s7d2.scene7.com/is/image/aeo/4431_6240_167_f?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4431_6240_167_b?$plp-web-desktop$&fmt=jpeg","AE Stretch Curvy High-Waisted Stovepipe Jean","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/flare-bootcut-jeans/ae-next-level-low-rise-kick-bootcut-jean/1437_6161_915","Link to product AE Next Level Low-Rise Kick Bootcut Jean","https://s7d2.scene7.com/is/image/aeo/1437_6161_915_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/1437_6161_915_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Low-Rise Kick Bootcut Jean","$29.96 USD","$39.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/mom-jeans/ae-strigid-mom-jean/0436_4544_441","Link to product AE Strigid Mom Jean","https://s7d2.scene7.com/is/image/aeo/0436_4544_441_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0436_4544_441_ob?$plp-web-desktop$&fmt=jpeg","AE Strigid Mom Jean","$37.46 USD","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-dreamy-drape-stretch-curvy-ripped-super-high-waisted-baggy-wide-leg-jean/4436_5876_508","Link to product AE Dreamy Drape Stretch Curvy Ripped Super High-Waisted Baggy Wide-Leg Jean","https://s7d2.scene7.com/is/image/aeo/4436_5876_508_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4436_5876_508_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Stretch Curvy Ripped Super High-Waisted Baggy Wide-Leg Jean","$52.46 USD","$69.95 USD","Online Exclusive"
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-ripped-super-high-waisted-jegging/3435_5787_016","Link to product AE Next Level Ripped Super High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3435_5787_016_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_5787_016_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Ripped Super High-Waisted Jegging","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-high-waisted-jegging/0433_5405_079","Link to product AE Next Level High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0433_5405_079_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0433_5405_079_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging","$52.46 USD","$69.95 USD",""
"","https://www.ae.com/intl/en/p/women/pants/jegging-skinny-pants/ae-next-level-high-waisted-jegging/0327_2777_001","Link to product AE Next Level High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/0327_2777_001_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0327_2777_001_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level High-Waisted Jegging","","$49.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/curvy-jeans/ae-dreamy-drape-stretch-curvy-super-high-waisted-baggy-wide-leg-jean/4436_5821_893","Link to product AE Dreamy Drape Stretch Curvy Super High-Waisted Baggy Wide-Leg Jean","https://s7d2.scene7.com/is/image/aeo/4436_5821_893_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/4436_5821_893_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Stretch Curvy Super High-Waisted Baggy Wide-Leg Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-super-high-waisted-ankle-straight-jean/0435_5803_909","Link to product AE Stretch Super High-Waisted Ankle Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_5803_909_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_5803_909_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch Super High-Waisted Ankle Straight Jean","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-straight-jean/0435_6046_901","Link to product AE Stretch High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_6046_901_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_6046_901_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Straight Jean","$44.96 USD","$59.95 USD","Online Exclusive"
"Save
      
          40%","https://www.ae.com/intl/en/p/women/jeans/stovepipe-straight-leg-jeans/ae-stretch-high-waisted-straight-jean/0435_6026_001","Link to product AE Stretch High-Waisted Straight Jean","https://s7d2.scene7.com/is/image/aeo/0435_6026_001_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0435_6026_001_ob?$plp-web-desktop$&fmt=jpeg","AE Stretch High-Waisted Straight Jean","$35.97 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/jeggings-skinny-jeans/ae-next-level-super-high-waisted-jegging/3435_5786_957","Link to product AE Next Level Super High-Waisted Jegging","https://s7d2.scene7.com/is/image/aeo/3435_5786_957_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/3435_5786_957_ob?$plp-web-desktop$&fmt=jpeg","AE Next Level Super High-Waisted Jegging","$44.96 USD","$59.95 USD",""
"Save
      
          25%","https://www.ae.com/intl/en/p/women/jeans/baggy-wide-leg-jeans/ae-dreamy-drape-stretch-super-high-waisted-baggy-wide-leg-jean/0437_5755_534","Link to product AE Dreamy Drape Stretch Super High-Waisted Baggy Wide-Leg Jean","https://s7d2.scene7.com/is/image/aeo/0437_5755_534_of?$plp-web-desktop$&fmt=jpeg","https://s7d2.scene7.com/is/image/aeo/0437_5755_534_ob?$plp-web-desktop$&fmt=jpeg","AE Dreamy Drape Stretch Super High-Waisted Baggy Wide-Leg Jean","$37.46 USD","$49.95 USD",""
