"styles_ndsLink__GUaai href","styles_styledBodyMdText__lJVEV","styles_ndsTruncate__0rtO0","styles_ndsLink__GUaai","styles_ratingsAndReviews__B6_gt href","h-text-bold 2","h-text-greenDark","h-text-grayDark","styles_btn__1hjpW","h-text-grayDark 2","styles_styledBodyMdText__lJVEV 2","styles_styledBodySmText__v0z_0"
"https://www.target.com/p/alfred-dunner-petite-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498449#lnk=sametab","$29.99","Alfred Dunner Petite Women's Super Stretch Comfort Short Length Jeans , Medium Denim , 16P","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$54.00","Sale"
"https://www.target.com/p/women-s-high-waist-jeans-stretch-denim-bootcut-casual-bell-bottom-pants/-/A-1010911719?preselect=1010911718#lnk=sametab","$38.99","Women's High Waist Jeans Stretch Denim Bootcut Casual Bell Bottom Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$53.99","Sale"
"https://www.target.com/p/garvee-women-s-straight-wide-leg-jeans-stretchy-baggy-loose-fit-fashion-high-waisted-denim-pants-with-pockets/-/A-1010943158?preselect=1010943164#lnk=sametab","$38.99 - $40.99","Garvee Women's Straight Wide Leg Jeans Stretchy Baggy Loose Fit Fashion High Waisted Denim Pants with Pockets","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$81.99 - $85.99","Sale"
"https://www.target.com/p/coolmee-women-s-jorts-baggy-jeans-jorts-outfits-mid-low-waisted-denim-short-pants/-/A-1007441843?preselect=1007441863#lnk=sametab","$37.09 - $43.99","Coolmee Women's Jorts Baggy Jeans Jorts Outfits Mid Low Waisted Denim Short Pants","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$69.99","Sale"
"https://www.target.com/p/kancan-essentials-samia-high-rise-wide-leg-jeans/-/A-1006717209?preselect=1006717216#lnk=sametab","$47.96","KanCan Essentials Samia High Rise Wide Leg Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$63.95","Sale"
"https://www.target.com/p/kancan-essentials-eva-high-rise-bootcut-jeans/-/A-1006588075?preselect=1006588082#lnk=sametab","$48.71","KanCan Essentials Eva High Rise Bootcut Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$64.95","Sale"
"https://www.target.com/p/clearlove-women-bell-jeans-slim-fit-button-down-flared-denim-pants/-/A-1006299736?preselect=1006299737#lnk=sametab","$44.99","Clearlove Women Bell Jeans Slim Fit Button Down Flared Denim Pants","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$55.99","Sale"
"https://www.target.com/p/straight-leg-jeans-for-women-high-waist-denim-pants-back-butterfly-print-casual-denim-pants-baggy-trousers-cowgirl-chic-outfits/-/A-1005454585?preselect=1005454587#lnk=sametab","$42.99","Straight Leg Jeans for Women High Waist Denim Pants Back Butterfly Print Casual Denim Pants Baggy Trousers Cowgirl Chic Outfits","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$52.00","Sale"
"https://www.target.com/p/clearlove-womens-jeans-2026-stretchy-high-rise-pull-on-pants-4-way-stretch-wide-leg-pants-denim-pants-casual-trousers/-/A-1009118773?preselect=1009118775#lnk=sametab","$42.99 - $43.99","Clearlove Womens Jeans 2026 Stretchy High Rise Pull-on Pants 4 Way-Stretch Wide Leg Pants Denim Pants Casual Trousers","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$65.00 - $72.99","Sale"
"https://www.target.com/p/woman-within-women-s-plus-size-bootcut-stretch-jean/-/A-92136041?preselect=1000872318#lnk=sametab","$44.99","Woman Within Stretch Denim Five-Pocket Bootcut Jeans","Woman Within","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$61.99 - $67.99","Sale"
"https://www.target.com/p/women-s-vintage-high-waist-straight-leg-jeans-slimming-casual-denim-pants-trousers/-/A-1010556704?preselect=1010556706#lnk=sametab","$48.99","Women's Vintage High Waist Straight Leg Jeans Slimming Casual Denim Pants Trousers","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$58.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-denim-24-7-iconic-capri-jean/-/A-1003910962?preselect=1009560109#lnk=sametab","$44.99","Roaman's Plus Size 24/7 Stretch Capri Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$69.99","Sale"
"https://www.target.com/p/red-kap-women-s-dura-kap-flex-work-jean/-/A-90141304?preselect=90141323#lnk=sametab","$34.49","Red Kap Women's Dura-Kap Flex Work Jean","Red Kap","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/garvee-women-s-high-waisted-wide-leg-jeans-baggy-straight-relaxed-fit-denim-pants-long-trouser-streetwear-with-pockets/-/A-1010110824?preselect=1010110826#lnk=sametab","$43.99","Garvee Women's High Waisted Wide Leg Jeans Baggy Straight Relaxed Fit Denim Pants Long Trouser Streetwear with Pockets","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$73.99","Sale"
"https://www.target.com/p/wallflower-women-s-legendary-slim-bootcut-mid-rise-belted-insta-stretch-juniors-jeans-standard-and-plus/-/A-88747704?preselect=88747719#lnk=sametab","$46.99 - $66.00","WallFlower Women's Legendary Slim Bootcut Mid-Rise Belted Insta Stretch Juniors Jeans (Standard and Plus)","WallFlower","[object Object]","Shipping","arrives Mon, Apr 20","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/alfred-dunner-petite-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498374#lnk=sametab","$29.99","Alfred Dunner Petite Women's Super Stretch Comfort Short Length Jeans , Black , 12P","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$54.00","Sale"
"https://www.target.com/p/wide-leg-jeans-for-women-relax-fit-baggy-straight-leg-bootcut-denim-trouser-high-waist-button-pocket-casual-jean-pant/-/A-1009631728?preselect=1009631731#lnk=sametab","$49.99","Wide Leg Jeans for Women Relax Fit Baggy Straight Leg Bootcut Denim Trouser High Waist Button Pocket Casual Jean Pant","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-high-waisted-wide-leg-straight-jeans-summer-fall-loose-fit-soft-stretch-denim-comfortable-casual-long-pants-daily-wear-with-pockets/-/A-1007103818?preselect=1007103817#lnk=sametab","$52.99","Women's High Waisted Wide Leg Straight Jeans Summer Fall Loose Fit Soft Stretch Denim Comfortable Casual Long Pants Daily Wear With Pockets","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/just-love-denim-wash-ripped-jeggings-for-women/-/A-1003557573?preselect=1002610074#lnk=sametab","$19.99","Just Love Denim Wash Ripped Jeggings for Women","Just Love","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$29.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498362#lnk=sametab","$29.99","Alfred Dunner Petite Women's Super Stretch Comfort Short Length Jeans , Medium Denim , 10P","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$54.00","Sale"
"https://www.target.com/p/just-love-denim-wash-ripped-jeggings-for-women/-/A-1003557572?preselect=1002610093#lnk=sametab","$14.99 - $29.99","Just Love Denim Wash Ripped Jeggings for Women","Just Love","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","","","Select items on sale"
"https://www.target.com/p/blueming-jean-shorts-for-women-trendy-mid-rise-stretchy-cut-off-denim-shorts-distressed-frayed-summer-casual/-/A-1009299630?preselect=1009299637#lnk=sametab","$29.90","BLUEMING Jean Shorts for Women Trendy Mid Rise Stretchy Cut Off Denim Shorts Distressed Frayed Summer Casual","BLUEMING","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$65.12","Sale"
"https://www.target.com/p/alfred-dunner-women-s-elastic-waist-short-length-denim-jeans/-/A-1001581977?preselect=1001581975#lnk=sametab","$34.99","Alfred Dunner Women's Elastic Waist Short Length Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$49.50","Sale"
"https://www.target.com/p/blueming-women-s-wide-leg-jeans-high-waisted-strechy-raw-hem-denim-pants/-/A-1006834092?preselect=1006834102#lnk=sametab","$45.99","BLUEMING Women's Wide Leg Jeans High Waisted Strechy Raw Hem Denim Pants","BLUEMING","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/lands-end-women-s-soft-denim-mid-rise-boyfriend-jeans/-/A-91021366?preselect=92889667#lnk=sametab","$69.96","Lands' End Women's Soft Denim Mid Rise Boyfriend Jeans","Lands' End","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$99.95","Sale"
"https://www.target.com/p/women-s-high-waisted-straight-leg-jeans-summer-fall-casual-loose-fit-retro-denim-long-pants-with-pockets-comfortable-classic-denim-pants/-/A-1007107851?preselect=1007107872#lnk=sametab","See price in cart","Women's High Waisted Straight Leg Jeans Summer Fall Casual Loose Fit Retro Denim Long Pants with Pockets Comfortable Classic Denim Pants","YesFashion","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/clearlove-womens-denim-shorts-front-patch-pockets-cuffed-hem-jean-shorts-drawstring-denim-shorts-3-inseam-shorts/-/A-1008966621?preselect=1008966624#lnk=sametab","$34.99","Clearlove Womens Denim Shorts Front Patch Pockets Cuffed Hem Jean Shorts Drawstring Denim Shorts 3"" Inseam Shorts","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$40.99","Sale"
"https://www.target.com/p/avenue-men-s-big-tall-petite-butter-skinny-jeans/-/A-93105874?preselect=1004852670#lnk=sametab","$33.99 - $40.99","Avenue Petite Butter Denim Skinny Jean","AVENUE","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$69.95","Sale"
"https://www.target.com/p/lands-end-women-s-recover-denim-mid-rise-slim-leg-jeans/-/A-93181010?preselect=93181012#lnk=sametab","$62.96","Lands' End Women's Recover Denim Mid Rise Slim Leg Jeans","Lands' End","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$89.95","Sale"
"https://www.target.com/p/kancan-essentials-tory-women-s-high-rise-crop-wide-leg-jeans/-/A-1009360881?preselect=1009360879#lnk=sametab","$74.62","Kancan Essentials Tory Women's High Rise Crop Wide Leg Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$99.50","Sale"
"https://www.target.com/p/lands-end-women-s-lightweight-denim-high-rise-relaxed-straight-pull-on-pocket-jeans/-/A-1003345969?preselect=1010689953#lnk=sametab","$99.95","Lands' End Women's Lightweight Denim High Rise Relaxed Straight Pull On Pocket Jeans","Lands' End","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/woman-within-women-s-plus-size-flex-fit-pull-on-slim-denim-jean/-/A-92019737?preselect=92019823#lnk=sametab","$29.99","Woman Within Flex-Fit Slim-Leg Pull-On Gap-Free Stretch-Denim Jeans","Woman Within","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$54.99","Sale"
"https://www.target.com/p/coolmee-women-high-waisted-rise-colored-stretch-skinny-destroyed-ripped-distressed-jeans/-/A-1010037720?preselect=1010037722#lnk=sametab","$36.99 - $38.99","Coolmee Women High Waisted-Rise Colored Stretch Skinny Destroyed Ripped Distressed Jeans","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$77.99 - $81.99","Sale"
"https://www.target.com/p/june-vie-by-roaman-s-women-s-plus-size-june-fit-wide-leg-jeans/-/A-87796074?preselect=89205540#lnk=sametab","$57.99","June & Vie June Fit Wide-Leg Jeans","June & Vie","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/wallflower-women-s-fearless-curvy-belted-flare-high-rise-insta-vintage-juniors-jeans/-/A-94147452?preselect=94147458#lnk=sametab","$43.99","WallFlower Women's Fearless Curvy Belted Flare High Rise Insta Vintage Juniors Jeans","WallFlower","","Shipping","arrives Mon, Apr 20","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-straight-leg-jeans-high-waist-ankle-length-denim-pants-with-comfort-fit/-/A-1006617387?preselect=1006617394#lnk=sametab","$48.99","Women's Straight Leg Jeans, High Waist Ankle Length Denim Pants with Comfort Fit","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$132.39","Sale"
"https://www.target.com/p/women-s-wide-straight-leg-jeans-lascana/-/A-1006170620?preselect=1006170622#lnk=sametab","$48.71 - $59.96","Women's Wide Straight Leg Jeans - LASCANA","Lascana","","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$74.95","Sale"
"https://www.target.com/p/ellos-women-s-plus-size-slim-5-pocket-denim-capri/-/A-90380920?preselect=91387977#lnk=sametab","$40.99 - $42.99","Ellos Slim 5-Pocket Stretch Mid-Rise Denim Capri","ellos","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$72.90","Sale"
"https://www.target.com/p/imily-bela-womens-wide-leg-high-waisted-baggy-side-pleated-boyfriend-loose-denim-pants/-/A-1007339177?preselect=1007339209#lnk=sametab","$63.17 - $63.34","Imily Bela Womens Wide Leg High Waisted Baggy Side Pleated Boyfriend Loose Denim Pants","Imily Bela","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$84.46","Sale"
"https://www.target.com/p/alfred-dunner-women-s-geometric-heat-set-super-stretch-denim-jeans/-/A-1008410348#lnk=sametab","$64.50","Alfred Dunner Women's Geometric Heat Set Super Stretch Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/kancan-essentials-clover-high-rise-straight-fit-leg-jeans/-/A-1006140915?preselect=1006140921#lnk=sametab","$47.96","KanCan Essentials Clover High Rise Straight Fit Leg Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$63.95","Sale"
"https://www.target.com/p/ripped-cuff-jeans-for-women-denim-pants-mid-waisted-ankle-tapered-jeans-ripped-denim-pants-summer-casual-ripped-cuff-trousers-nashville-outfits/-/A-1002962153?preselect=1002962152#lnk=sametab","$39.00","Ripped Cuff Jeans for Women Denim Pants Mid Waisted Ankle Tapered Jeans Ripped Denim Pants Summer Casual Ripped Cuff Trousers Nashville Outfits","Garvee","[object Object]","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$55.71 - $65.99","Sale"
"https://www.target.com/p/women-s-low-rise-patchwork-plaid-wide-leg-jeans-loose-fit-casual-denim-pants-with-panel-detail/-/A-1010158962?preselect=1010158964#lnk=sametab","$52.99","Women's Low Rise Patchwork Plaid Wide Leg Jeans Loose Fit Casual Denim Pants with Panel Detail","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$62.99","Sale"
"https://www.target.com/p/clearlove-womens-high-waist-baggy-barrel-jeans-trendy-casual-wide-leg-stretch-trouser-ankle-denim-pants/-/A-1009479302?preselect=1009479328#lnk=sametab","$46.99","Clearlove Womens High Waist Baggy Barrel Jeans Trendy Casual Wide Leg Stretch Trouser Ankle Denim Pants","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$59.99","Sale"
"https://www.target.com/p/kancan-essentials-dulce-high-rise-wide-flare-jeans-curvy/-/A-1007537600?preselect=1007537598#lnk=sametab","$49.46","KanCan Essentials Dulce High Rise Wide Flare Jeans - Curvy","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$65.95","Sale"
"https://www.target.com/p/lands-end-school-uniform-women-s-active-performance-track-pants/-/A-1004310731?preselect=1004310732#lnk=sametab","$44.95","Lands' End School Uniform Women's Active Performance Track Pants","Lands' End","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/roaman-s-women-s-plus-size-petite-iconic-straight-leg-jean/-/A-1003885230?preselect=1003885333#lnk=sametab","$49.99 - $58.43","Roaman's Petite Plus Size 24/7 Stretch Straight Leg Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$89.99","Sale"
"https://www.target.com/p/garvee-women-wide-leg-jeans-plaid-waistband-high-rise-casual-retro-streetwear-denim-pants/-/A-1009981330?preselect=1009981329#lnk=sametab","$49.99","Garvee Women Wide Leg Jeans Plaid Waistband High-Rise Casual Retro Streetwear Denim Pants","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$59.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-petite-slim-leg-comfort-stretch-jean/-/A-1003916845?preselect=1003916879#lnk=sametab","$29.36 - $32.99","Roaman's Petite Plus Size Comfort Stretch Slim Leg Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$59.99","Sale"
"https://www.target.com/p/anna-kaci-women-s-baggy-distressed-boyfriend-denim-jeans/-/A-91791558?preselect=91791587#lnk=sametab","$25.80 - $27.99","Anna-Kaci Women's Baggy Distressed Boyfriend Denim Jeans","Anna-Kaci","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$40.00 - $43.00","Sale"
"https://www.target.com/p/cowgirl-tuff-don-t-fence-me-in-womens-dark-denim-jeans/-/A-1004639988?preselect=1004639999#lnk=sametab","$79.99","Cowgirl Tuff Don't Fence Me In Womens Dark Denim Jeans","Cowgirl Tuff Co.","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$94.95","Sale"
"https://www.target.com/p/coolmee-women-s-wide-leg-jeans-high-waisted-stretchy-straight-leg-jeans-trendy-denim-pant/-/A-1006619193?preselect=1006619190#lnk=sametab","$44.45","Coolmee Women's Wide Leg Jeans High Waisted Stretchy Straight Leg Jeans Trendy Denim Pant","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$67.35","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-relaxed-fit-pull-on-denim-capri-black-6p/-/A-1001593155#lnk=sametab","$24.99","Alfred Dunner, Petite Women's Relaxed Fit Pull-On Denim Capri, Black, 6P","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$44.50","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-elastic-waist-short-length-denim-jeans/-/A-1001593518?preselect=1001593527#lnk=sametab","$34.99","Alfred Dunner Petite Women's Elastic Waist Short Length Denim Jeans","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$49.50","Sale"
"https://www.target.com/p/june-vie-by-roaman-s-women-s-plus-size-curvie-fit-wide-leg-jeans/-/A-87796068?preselect=88703196#lnk=sametab","$61.99","June & Vie Curvie Fit Wide-Leg Jeans","June & Vie","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/clearlove-denim-shorts-womens-frayed-hem-jean-shorts-boxy-rippe-short-jeans-3-inseam-high-rise-ripped-denim-shorts-washed-denim-shorts/-/A-1009102148?preselect=1009102149#lnk=sametab","$35.99","Clearlove Denim Shorts Womens Frayed Hem Jean Shorts Boxy Rippe Short Jeans 3"" Inseam High Rise Ripped Denim Shorts Washed Denim Shorts","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$60.99","Sale"
"https://www.target.com/p/women-s-casual-jeans-high-waist-stretch-denim-bootcut-bell-bottom-pants/-/A-1010949623?preselect=1010949624#lnk=sametab","$42.99","Women's Casual Jeans High Waist Stretch Denim Bootcut Bell Bottom Pants","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$45.99","Sale"
"https://www.target.com/p/women-s-light-wash-mom-jeans-lascana/-/A-1009309529?preselect=1009309528#lnk=sametab","$74.95","Women's Light Wash Mom Jeans - LASCANA","Lascana","","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/erika-women-s-joey-stretch-denim-bootcut-jeans-black-denim/-/A-1005423302?preselect=1005423304#lnk=sametab","$37.80","Erika Women's Joey Stretch Denim Bootcut Jeans | Black Denim","Erika","","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$54.00","Sale"
"https://www.target.com/p/catherines-women-s-plus-size-petite-right-fit-rhinestone-jean/-/A-93096255?preselect=93096261#lnk=sametab","$47.99","Catherines Petite Right Fit Rhinestone Jean","Catherines","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$74.95","Sale"
"https://www.target.com/p/forever-21-women-s-rhinestone-heart-embellished-wide-leg-jeans/-/A-1009332189?preselect=1009332222#lnk=sametab","$40.00","Forever 21 Women’s Rhinestone Heart Embellished Wide Leg Jeans","Forever 21","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/coolmee-women-s-mid-rise-ripped-stretchy-jeans-shorts-frayed-raw-hem-casual-denim-shorts/-/A-1007139452?preselect=1007139468#lnk=sametab","$29.39","Coolmee Women's Mid Rise Ripped Stretchy Jeans Shorts Frayed Casual Denim Shorts","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$69.99","Sale"
"https://www.target.com/p/woman-within-women-s-plus-size-wide-leg-fineline-jean/-/A-92017036?preselect=92017187#lnk=sametab","$34.99","Woman Within Fineline Stretch Denim Wide-Leg Pull-On Jeans","Woman Within","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$48.99 - $54.99","Sale"
"https://www.target.com/p/women-s-casual-denim-pants-high-waisted-wide-leg-contrast-stitch-baggy-jeans/-/A-1010408453?preselect=1010408457#lnk=sametab","$47.59","Women's Casual Denim Pants High Waisted Wide Leg Contrast Stitch Baggy Jeans","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$56.00","Sale"
"https://www.target.com/p/alfred-dunner-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498397#lnk=sametab","$29.99","Alfred Dunner Women's Super Stretch Comfort Short Length Jeans , Dark Denim , 18","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$34.99","Sale"
"https://www.target.com/p/straight-wide-leg-jeans-women-high-rise-baggy-jean-denim-pants-boyfriend-jean-work-teacher-pants-trousers/-/A-1010945804?preselect=1010945805#lnk=sametab","$41.99","Straight Wide Leg Jeans Women High Rise Baggy Jean Denim Pants Boyfriend Jean Work Teacher Pants Trousers","BLUEMING","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$51.99","Sale"
"https://www.target.com/p/roaman-s-women-s-plus-size-comfort-stretch-capri-jean/-/A-1003883248?preselect=1003883251#lnk=sametab","$28.99 - $34.65","Roaman's Plus Size Comfort Stretch Capri Jean","Roaman's","","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$49.99","Sale"
"https://www.target.com/p/womens-pants-high-waist-denim-jeans-stretchy-fitted-pants/-/A-1006064153?preselect=1006064154#lnk=sametab","$49.99","Womens Pants High Waist Denim Jeans Stretchy Fitted Pants","YesFashion","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/garvee-women-s-high-waisted-cargo-jeans-stretchy-bootcut-denim-pants-with-pockets-slim-fit-retro-long-wide-leg-trousers/-/A-1010043230?preselect=1010043237#lnk=sametab","$43.99","Garvee Women's High Waisted Cargo Jeans Stretchy Bootcut Denim Pants with Pockets Slim Fit Retro Long Wide Leg Trousers","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$96.99","Sale"
"https://www.target.com/p/allegra-k-women-s-ripped-jogger-casual-elastic-waist-distressed-cargo-denim-pants/-/A-91622914?preselect=91622941#lnk=sametab","$53.99","Allegra K Women's Ripped Jogger Casual Elastic Waist Distressed Cargo Denim Pants","Allegra K","[object Object]","Shipping","arrives Mon, Apr 27","Shipping dates may vary","Add to cart","reg","$71.99","Sale"
"https://www.target.com/p/kancan-essentials-angie-women-s-mid-rise-crop-wide-leg-jeans/-/A-1009360880?preselect=1009360884#lnk=sametab","$56.96","Kancan Essentials Angie Women's Mid Rise Crop Wide Leg Jeans","KanCan Essentials","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$75.95","Sale"
"https://www.target.com/p/petal-and-pup-gemma-cropped-wide-leg-jeans/-/A-1004812907?preselect=1004812921#lnk=sametab","$115.00","Petal and Pup Gemma Cropped Wide Leg Jeans","Petal and Pup","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/coolmee-women-s-ripped-high-waisted-jeans-casual-wide-leg-destroyed-denim-pants/-/A-1009165985?preselect=1009165992#lnk=sametab","$36.99 - $38.99","Coolmee Women's Ripped High Waisted Jeans Casual Wide Leg Destroyed Denim Pants","Coolmee","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
"https://www.target.com/p/catherines-women-s-plus-size-petite-the-knit-jean/-/A-92103516?preselect=92103537#lnk=sametab","$43.99","Catherines Petite The Knit Jean","Catherines","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","reg","$69.95","Sale"
"https://www.target.com/p/clearlove-trendy-raw-waist-jean-shorts-high-rise-denim-shorts-with-raw-hem-pocketed-frayed-2-5-inseam-highwaist-denim-hot-shorts-coachella-outfits/-/A-1008966935?preselect=1008966940#lnk=sametab","$33.99","Clearlove Trendy Raw Waist Jean Shorts High Rise Denim Shorts with Raw Hem Pocketed Frayed 2.5"" Inseam Highwaist Denim Hot Shorts Coachella Outfits","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$57.99","Sale"
"https://www.target.com/p/alfred-dunner-petite-women-s-super-stretch-comfort-short-length-jeans/-/A-1002498404#lnk=sametab","$29.99","Alfred Dunner Petite Women's Super Stretch Comfort Short Length Jeans , Black , 18P","Alfred Dunner","","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","reg","$54.00","Sale"
"https://www.target.com/p/clearlove-womens-jeans-2026-treny-denim-outfits-modest-ripped-jeans-summer-casual-pants-high-rise-straight-leg-denim-pants-washed-jeans/-/A-1009322146?preselect=1009322156#lnk=sametab","$37.99 - $38.99","Clearlove Womens Jeans 2026 Treny Denim Outfits Modest Ripped Jeans Summer Casual Pants High Rise Straight Leg Denim Pants Washed Jeans","Clearlove","","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$56.99 - $63.99","Sale"
