"styles_ndsLink__GUaai href","styles_styledBodyMdText__lJVEV","styles_ndsTruncate__0rtO0","styles_ndsLink__GUaai","styles_ratingsAndReviews__B6_gt href","h-text-bold 2","h-text-greenDark","h-text-grayDark","styles_btn__1hjpW","h-text-grayDark 2","styles_styledBodyMdText__lJVEV 2","styles_styledBodySmText__v0z_0"
"https://www.target.com/p/levi-s-women-s-cinch-baggy-jeans/-/A-92690351?preselect=94771256#lnk=sametab","$69.99 - $74.99","Levi's® Women's High-Rise Cinch Baggy Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-lynnox-jean-dark-wash/-/A-94680226?preselect=94893061#lnk=sametab","$45.00 - $55.00","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Lynnox Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-724-high-rise-straight-jeans/-/A-86370039?preselect=94771187#lnk=sametab","$59.99 - $64.99","Levi's® Women's 724™ High-Rise Straight Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-everyday-high-rise-wide-leg-jeans-universal-thread/-/A-94441288?preselect=94766131#lnk=sametab","$28.00","Women's High-Rise Wide Leg Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-cinch-baggy-jeans/-/A-92690351?preselect=92463657#lnk=sametab","$69.99 - $74.99","Levi's® Women's High-Rise Cinch Baggy Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-80-s-slim-mid-rise-ankle-length-pant-universal-thread/-/A-94938590?preselect=1003954086#lnk=sametab","$35.00","Women's 80's Slim Mid-Rise Ankle Length Pant - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-kahlana-jean/-/A-94903589?preselect=94893213#lnk=sametab","$50.00","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Kahlana Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-barrel-leg-the-paper-bag-jean/-/A-94908565?preselect=94892873#lnk=sametab","$55.00","KBB by KAHLANA Women's Barrel Leg 'The Paper Bag Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-501-jeans/-/A-92690344?preselect=94771243#lnk=sametab","$69.99 - $74.99","Levi's® Women's High-Rise 501® Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-mid-rise-boyfriend-jeans-universal-thread/-/A-94776711?preselect=1003883672#lnk=sametab","$38.00","Women's Mid-Rise Boyfriend Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-high-rise-striped-barrel-jeans-universal-thread-white/-/A-1010573726?preselect=94765870#lnk=sametab","$38.00","Women's High-Rise Striped Barrel Jeans - Universal Thread™ White","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-26/-/A-90864735#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 26","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/women-s-high-rise-sailor-wide-leg-ankle-jeans-universal-thread/-/A-94164750?preselect=89508472#lnk=sametab","$17.50 - $19.25","Women's High-Rise Sailor Wide Leg Ankle Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$35.00","Clearance"
"https://www.target.com/p/women-s-highest-rise-striped-sailor-straight-jeans-universal-thread-white/-/A-94836317?preselect=94766026#lnk=sametab","$35.00","Women's Highest-Rise Striped Sailor Straight Jeans - Universal Thread™ White","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-high-rise-easy-barrel-jeans-universal-thread/-/A-94860304?preselect=94765834#lnk=sametab","$38.00","Women's High-Rise Easy Barrel Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-highest-rise-vintage-straight-jeans-universal-thread/-/A-94836116?preselect=94802701#lnk=sametab","$38.00","Women's Highest-Rise Vintage Straight Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-high-rise-corduroy-barrel-jeans-universal-thread/-/A-94652260?preselect=94649447#lnk=sametab","$17.50","Women's High-Rise Corduroy Barrel Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$35.00","Clearance"
"https://www.target.com/p/women-s-everyday-high-rise-straight-jeans-universal-thread/-/A-94441213?preselect=94333043#lnk=sametab","$28.00","Women's High-Rise Straight Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-everyday-high-rise-skinny-jeans-universal-thread/-/A-94438544?preselect=94332824#lnk=sametab","$28.00","Women's High-Rise Skinny Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-high-rise-drawstring-soft-utility-jeans-universal-thread/-/A-94899075?preselect=94890923#lnk=sametab","$40.00","Women’s High-Rise Drawstring Soft Utility Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-lynnox-jean-dark-wash/-/A-94680226?preselect=94893069#lnk=sametab","$45.00 - $55.00","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Lynnox Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-725-high-rise-bootcut-jeans/-/A-94837817?preselect=94779588#lnk=sametab","$59.99 - $64.99","Levi's® Women's 725 High-Rise Bootcut Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-barrel-leg-the-paper-bag-jean/-/A-94908565?preselect=94892870#lnk=sametab","$55.00","KBB by KAHLANA Women's Barrel Leg 'The Paper Bag Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-mid-rise-painter-boyfriend-jeans-universal-thread-light-wash/-/A-94905669?preselect=94766762#lnk=sametab","$40.00","Women's Mid-Rise Painter Boyfriend Jeans - Universal Thread™ Light Wash","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-mid-rise-80-s-slim-straight-ankle-jeans-universal-thread/-/A-94722779?preselect=94627321#lnk=sametab","$17.50","Women's Mid-Rise 80's Slim Straight Ankle Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$35.00","Clearance"
"https://www.target.com/p/women-s-sailor-straight-high-rise-ankle-length-jeans-universal-thread-cream/-/A-94945690?preselect=94925137#lnk=sametab","$35.00","Women's Sailor Straight Heart Embroidered High-Rise Ankle Jeans - Universal Thread™ Cream","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-kahlana-jean/-/A-94903589?preselect=94893220#lnk=sametab","$50.00","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Kahlana Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-super-low-rise-bootcut-jeans/-/A-90969993?preselect=90864647#lnk=sametab","$74.99","Levi's® Women's Super-Low Rise Bootcut Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-24/-/A-90864733#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 24","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","reg","$74.99","Clearance"
"https://www.target.com/p/women-s-highest-rise-sailor-straight-jeans-universal-thread/-/A-94856190?preselect=94766082#lnk=sametab","$29.75","Women's Highest-Rise Sailor Straight Jeans - Universal Thread™","Universal Thread","[object Object]","","","","Add to cart","reg","$35.00","Clearance"
"https://www.target.com/p/women-s-mid-rise-painter-boyfriend-jeans-universal-thread-khaki/-/A-94905668?preselect=94766775#lnk=sametab","$40.00","Women's Mid-Rise Striped Painter Boyfriend Jeans - Universal Thread™ Khaki","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-high-rise-90-s-vintage-straight-jeans-universal-thread/-/A-87185655?preselect=86824085#lnk=sametab","$36.00","Women's High-Rise 90's Straight Jeans - Universal Thread™","Universal Thread","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-low-rise-baggy-jeans-wild-fable/-/A-94439237?preselect=94804067#lnk=sametab","$17.60 - $32.00","Women's Low-Rise Baggy Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on clearance"
"https://www.target.com/p/women-s-low-rise-flare-babyboot-pants-wild-fable/-/A-94882652?preselect=94861006#lnk=sametab","$32.00","Women's Low-Rise Flare Babyboot Pants - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-90-s-mid-rise-relaxed-straight-pull-on-pants-wild-fable/-/A-94591447?preselect=94407944#lnk=sametab","$18.20 - $28.00","Women's 90's Mid-Rise Relaxed Straight Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on clearance"
"https://www.target.com/p/levi-s-women-s-middy-wide-leg-ankle-jeans/-/A-94837824?preselect=94770654#lnk=sametab","$64.99","Levi's® Women's Middy Wide Leg Ankle Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-mid-rise-flare-jeans-wild-fable/-/A-94882685?preselect=94861146#lnk=sametab","$32.00","Women's Mid-Rise Flare Curvy Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-cinch-barrel-jeans/-/A-94472379?preselect=94417207#lnk=sametab","$69.99 - $74.99","Levi's® Women's Cinch Barrel Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-low-rise-straight-fit-jeans-wild-fable/-/A-94882656?preselect=94861388#lnk=sametab","$22.40 - $28.00","Women's Low-Rise Straight Fit Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on clearance"
"https://www.target.com/p/women-s-low-rise-baggy-jeans-wild-fable/-/A-94946353?preselect=94926139#lnk=sametab","$32.00","Women's Low-Rise Baggy Leg Jeans - Wild Fable™ White","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-31/-/A-90864758#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 31: Heavyweight Denim, Stretch Fabric","Levi's","[object Object]","Shipping","arrives Thu, Apr 23","Ships free -","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-721-high-rise-skinny-jeans/-/A-77381567?preselect=94417078#lnk=sametab","$59.99 - $64.99","Levi's® Women's 721 High-Rise Skinny Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-25/-/A-90864734#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 25","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","reg","$74.99","Clearance"
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-27/-/A-90864736#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 27","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-29/-/A-90864738#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 29","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/levi-s-women-s-501-curve-jeans-solargenic/-/A-94911768?preselect=94417287#lnk=sametab","$39.99","Levi's® Women's 501® Curve Jeans - Solargenic","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","reg","$79.99","Clearance"
"https://www.target.com/p/levi-s-women-s-724-high-rise-straight-jeans/-/A-86370039?preselect=94771180#lnk=sametab","$59.99 - $64.99","Levi's® Women's 724™ High-Rise Straight Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-29/-/A-90864738#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 29","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/women-s-secret-fit-over-the-belly-slim-straight-leg-jeans-motherhood-maternity/-/A-93750324?preselect=93750333#lnk=sametab","$30.00","Women's Secret Fit Over the Belly Slim Straight Leg Jeans | Motherhood Maternity","Motherhood Maternity","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$40.00","Sale"
"https://www.target.com/p/women-s-low-rise-straight-curvy-fit-jeans-wild-fable/-/A-94882655?preselect=94861531#lnk=sametab","$18.20 - $28.00","Women's Low-Rise Straight Curvy Fit Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on clearance"
"https://www.target.com/p/levi-s-women-s-ultra-high-rise-ribcage-straight-jeans/-/A-85994186?preselect=94417144#lnk=sametab","$52.49 - $74.99","Levi's® Women's Ultra-High Rise Ribcage Straight Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","","Select items on clearance"
"https://www.target.com/p/levi-s-women-s-middy-loose-bootcut-jeans/-/A-94837808?preselect=94771005#lnk=sametab","$74.99","Levi's® Women's Middy Loose Bootcut Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-30/-/A-90864739#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 30","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-31/-/A-90864740#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 31","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/women-s-90-s-mid-rise-relaxed-straight-pull-on-pants-wild-fable/-/A-94591446?preselect=94412064#lnk=sametab","$14.00","Women's 90's Mid-Rise Relaxed Straight Jeans - Wild Fable™ Short/Long","Wild Fable","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","reg","$28.00","Clearance"
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-indigo-here-we-go-24/-/A-90864733#lnk=sametab","$56.24","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Indigo Here We go 24","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","reg","$74.99","Clearance"
"https://www.target.com/p/women-s-mid-rise-flare-jeans-wild-fable/-/A-94591336?preselect=94406932#lnk=sametab","$14.00","Women's Mid-Rise Flare Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$28.00","Clearance"
"https://www.target.com/p/levi-s-women-s-721-high-rise-skinny-jeans/-/A-77381567?preselect=54642157#lnk=sametab","$59.99 - $64.99","Levi's® Women's 721 High-Rise Skinny Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-wedgie-jeans-night-sight-medium-27/-/A-94417151#lnk=sametab","$63.74","Levi's® Women's Wedgie Jeans - Night Sight Medium 27","Levi's","[object Object]","","","","Check stores","reg","$74.99","Clearance"
"https://www.target.com/p/women-s-low-rise-baggy-jeans-wild-fable/-/A-94884649?preselect=94803710#lnk=sametab","$32.00","Women's Low-Rise Loose-Fit Baggy Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-25/-/A-90864752#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 25: Heavyweight Denim, Stretch Fabric","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-28/-/A-90864755#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 28: Denim, Heavyweight, Fly Button","Levi's","[object Object]","Shipping","arrives Wed, Apr 22","Ships free -","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-32/-/A-90864759#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 32: Heavyweight Denim, Low Stretch","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-26/-/A-90864753#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 26: Heavyweight Denim, Slim Fit","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-724-high-rise-straight-jeans/-/A-86370039?preselect=94771184#lnk=sametab","$59.99 - $64.99","Levi's® Women's 724™ High-Rise Straight Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-24/-/A-90864751#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 24: Heavyweight Denim, Stretch, 28"" Inseam","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-30/-/A-90864757#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 30: Heavyweight Denim, Slim Fit","Levi's","[object Object]","Shipping","arrives Wed, Apr 22","Ships free -","Add to cart","","",""
"https://www.target.com/p/women-s-under-the-belly-barrel-leg-maternity-jeans-motherhood-maternity/-/A-1002333127?preselect=1002333126#lnk=sametab","$30.00","Women's Under the Belly Barrel Leg Maternity Jeans | Motherhood Maternity","Motherhood Maternity","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$40.00","Sale"
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-26/-/A-90864753#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 26: Heavyweight Denim, Slim Fit","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","","",""
"https://www.target.com/p/women-s-mid-rise-curvy-flare-jeans-wild-fable/-/A-94882684?preselect=94861191#lnk=sametab","$32.00","Women's Mid-Rise Curvy Flare Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-39-s-174-women-39-s-high-rise-wedgie-straight-cropped-jeans-soft-black-25/-/A-90864752#lnk=sametab","$69.99","Levi's® Women's High-Rise Wedgie Straight Cropped Jeans - Soft Black 25: Heavyweight Denim, Stretch Fabric","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Ships free -","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-wide-leg-the-kahlana-jean-dark-wash/-/A-94680227?preselect=94660314#lnk=sametab","$45.00","KBB by KAHLANA Women's Mid-Rise Wide Leg 'The Kahlana Jean' - Dark Wash","KBB by Kahlana","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-mid-rise-baggy-overalls-wild-fable/-/A-94886962?preselect=94882606#lnk=sametab","$40.00","Women's Mid-Rise Baggy Overalls - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-726-high-rise-flare-jeans/-/A-85994111?preselect=94798650#lnk=sametab","$59.99 - $64.99","Levi's® Women's 726™ High-Rise Flare Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/levi-s-women-s-super-low-rise-bootcut-jeans/-/A-90969993?preselect=94417332#lnk=sametab","$74.99","Levi's® Women's Super-Low Rise Bootcut Jeans","Levi's","[object Object]","Shipping","arrives Fri, Apr 24","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-low-rise-flare-jeans-wild-fable/-/A-90904725?preselect=90633470#lnk=sametab","$16.80 - $28.00","Women's Low-Rise Flare Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","","","Select items on clearance"
"https://www.target.com/p/women-s-mid-rise-barrel-leg-jeans-wild-fable/-/A-94882645?preselect=94860968#lnk=sametab","$30.00","Women's Mid-Rise Barrel Leg Jeans - Wild Fable™","Wild Fable","","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-low-rise-baggy-curvy-jeans-wild-fable/-/A-94822296?preselect=94822503#lnk=sametab","$32.00","Women's Low-Rise Baggy Curvy Jeans - Wild Fable™","Wild Fable","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-mid-rise-barrel-leg-the-lynnox-jean-dark-wash/-/A-94680226?preselect=94893064#lnk=sametab","$45.00 - $55.00","KBB by KAHLANA Women's Mid-Rise Barrel Leg 'The Lynnox Jean'","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/kbb-by-kahlana-women-s-low-rise-wide-leg-the-rachel-jean-black-wash/-/A-94680692?preselect=94660379#lnk=sametab","$50.00","KBB by KAHLANA Women's Low-Rise Wide Leg 'The Rachel Jean' - Black Wash","KBB by Kahlana","[object Object]","Shipping","arrives Fri, Apr 17","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/women-s-secret-fit-over-the-belly-ankle-length-skinny-jeans-motherhood-maternity/-/A-93750249?preselect=93750295#lnk=sametab","$26.25","Women's Secret Fit Ankle Length Skinny Jeans | Motherhood Maternity","Motherhood Maternity","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$35.00","Sale"
"https://www.target.com/p/inspire-chic-women-s-maternity-denim-pants-wide-leg-over-the-belly-support-loose-straight-pregnancy-jeans-with-pockets/-/A-1009453856?preselect=1009453917#lnk=sametab","$54.99","INSPIRE CHIC Women's Maternity Denim Pants Wide Leg Over the Belly Support Loose Straight Pregnancy Jeans with Pockets","INSPIRE CHIC","","Shipping","arrives Mon, Apr 27","Shipping dates may vary","Add to cart","reg","$73.39","Sale"
"https://www.target.com/p/inspire-chic-women-s-maternity-jeans-ripped-distressed-lace-patchwork-over-the-belly-support-pregnancy-denim-pants/-/A-1005966069?preselect=1005966072#lnk=sametab","$46.99","INSPIRE CHIC Women's Maternity Jeans Ripped Distressed Lace Patchwork Over the Belly Support Pregnancy Denim Pants","INSPIRE CHIC","[object Object]","Shipping","arrives Wed, Apr 22","Shipping dates may vary","Add to cart","reg","$62.69","Sale"
"https://www.target.com/p/rainbow-with-me-wide-leg-jeans-modcloth/-/A-1001740343?preselect=1004310639#lnk=sametab","$79.00","Rainbow With Me Wide-Leg Jeans","ModCloth","[object Object]","Shipping","arrives Thu, Apr 23","Shipping dates may vary","Add to cart","","",""
"https://www.target.com/p/womens-ripped-jeans-bootcut-raw-hem-denim-pants-frayed-ankle-denim-jeans-mid-rise-denim-trendy-casual-pants/-/A-1007900524?preselect=1007900523#lnk=sametab","$43.99","Womens Ripped Jeans Bootcut Raw Hem Denim Pants Frayed Ankle Denim Jeans Mid Rise Denim Trendy Casual Pants","Garvee","","Shipping","arrives Tue, Apr 21","Shipping dates may vary","Add to cart","reg","$73.99","Sale"
"https://www.target.com/p/coolmee-jeans-for-women-wide-leg-baggy-high-waist-boyfriends-straight-leg-stretchy-denim-pants/-/A-1005843887?preselect=1005843957#lnk=sametab","$42.99","Coolmee Jeans for Women Wide Leg Baggy High Waist Boyfriends Straight Leg Stretchy Denim Pants","Coolmee","[object Object]","Shipping","arrives Sat, Apr 18","Shipping dates may vary","Add to cart","reg","$79.99","Sale"
