retailer,product_id,product_name,brand,color,sale_price,regular_price,on_sale,material,stretch,rise,fit,url,description
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Light Wash,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Dark Tint,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Destructed Light,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Tinted Dark,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Light Medium,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Dark Blue,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Medium Dark Destructed,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,6836368,Juniors' SO® Low Rise Baggy Jeans,SO,Washed Brown,,39.99,,"Cotton, spandex",Yes,Low rise baggy jeans,Baggy,https://www.kohls.com/product/prd-6836368/,Juniors' SO® Low Rise Baggy Jeans
Kohls,5020018,Women's Nine West Bootcut Jeans,Nine West,Alana Wash,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Bootcut,https://www.kohls.com/product/prd-5020018/,Women's Nine West Bootcut Jeans
Kohls,5020018,Women's Nine West Bootcut Jeans,Nine West,Black,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Bootcut,https://www.kohls.com/product/prd-5020018/,Women's Nine West Bootcut Jeans
Kohls,5020018,Women's Nine West Bootcut Jeans,Nine West,Dark Rinse Blast,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Bootcut,https://www.kohls.com/product/prd-5020018/,Women's Nine West Bootcut Jeans
Kohls,5020018,Women's Nine West Bootcut Jeans,Nine West,Medium Wash Blast,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Bootcut,https://www.kohls.com/product/prd-5020018/,Women's Nine West Bootcut Jeans
Kohls,5020018,Women's Nine West Bootcut Jeans,Nine West,White Knight,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Bootcut,https://www.kohls.com/product/prd-5020018/,Women's Nine West Bootcut Jeans
Kohls,5020018,Women's Nine West Bootcut Jeans,Nine West,Dark Rinse Wash,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Bootcut,https://www.kohls.com/product/prd-5020018/,Women's Nine West Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Light,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Lite,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Black,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Dark Destructed,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Dark Wash,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Medium,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Dark Wash Denim,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,2305734,Juniors' SO® Low Rise Bootcut Jeans,SO,Med Dest,19.59,32.99,true,Stretchy denim construction,Yes,Low rise sits on the hip,Bootcut,https://www.kohls.com/product/prd-2305734/,Juniors' SO® Low Rise Bootcut Jeans
Kohls,4980229,Women's Nine West Skinny Jeans,Nine West,Medium Wash,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Skinny,https://www.kohls.com/product/prd-4980229/,Women's Nine West Skinny Jeans
Kohls,4980229,Women's Nine West Skinny Jeans,Nine West,Alana Wash,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Skinny,https://www.kohls.com/product/prd-4980229/,Women's Nine West Skinny Jeans
Kohls,4980229,Women's Nine West Skinny Jeans,Nine West,Rinse Wash,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Skinny,https://www.kohls.com/product/prd-4980229/,Women's Nine West Skinny Jeans
Kohls,4980229,Women's Nine West Skinny Jeans,Nine West,White Knight,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Skinny,https://www.kohls.com/product/prd-4980229/,Women's Nine West Skinny Jeans
Kohls,4980229,Women's Nine West Skinny Jeans,Nine West,Black,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Skinny,https://www.kohls.com/product/prd-4980229/,Women's Nine West Skinny Jeans
Kohls,4980229,Women's Nine West Skinny Jeans,Nine West,Light Wash,34.99,39.99,true,"Cotton, polyester, rayon, spandex",Yes,,Skinny,https://www.kohls.com/product/prd-4980229/,Women's Nine West Skinny Jeans
Kohls,7870602,Women's LC Lauren Conrad Ultra High Rise Straight Ankle Jeans with Raw Hem,LC Lauren Conrad,Unknown,39.99,49.99,true,"Body: cotton, polyester, lycra",Yes,Super high rise sits on the natural waistline,Straight,https://www.kohls.com/product/prd-7870602/,Women's LC Lauren Conrad Ultra High Rise Straight Ankle Jeans with Raw Hem
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Black Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Pierre Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Morning Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Lc Carrie Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Allison Wa,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Med Tint Blue Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Dark Blue Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,4339154,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans,LC Lauren Conrad,Light Blue Wash,,39.99,,"Dark Wash, Laguna Wash: 76% cotton, 18% REPREVE polyester, 5% rayon, 1% Lycra",Yes,Midrise sits on the hip,Bootcut,https://www.kohls.com/product/prd-4339154/,Women's LC Lauren Conrad Feel Good Mid Rise Barely Bootcut Jeans
Kohls,7920130,Women's Sonoma Goods For Life® High Rise Easy Denim Pants,Sonoma Goods For Life,Dark Wash,39.99,44.99,true,Denim construction,No,High rise sits at the natural waistline,,https://www.kohls.com/product/prd-7920130/,Women's Sonoma Goods For Life® High Rise Easy Denim Pants
Kohls,7920130,Women's Sonoma Goods For Life® High Rise Easy Denim Pants,Sonoma Goods For Life,Medium Light Wash,39.99,44.99,true,Denim construction,No,High rise sits at the natural waistline,,https://www.kohls.com/product/prd-7920130/,Women's Sonoma Goods For Life® High Rise Easy Denim Pants
Kohls,6890691,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans,Sonoma Goods For Life,Rinse Wash,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide-Leg,https://www.kohls.com/product/prd-6890691/,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans
Kohls,6890691,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans,Sonoma Goods For Life,Bright Dark,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide-Leg,https://www.kohls.com/product/prd-6890691/,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans
Kohls,6890691,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans,Sonoma Goods For Life,Bright Medium Wash,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide-Leg,https://www.kohls.com/product/prd-6890691/,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans
Kohls,6890691,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans,Sonoma Goods For Life,Bisa Brown,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide-Leg,https://www.kohls.com/product/prd-6890691/,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans
Kohls,6890691,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans,Sonoma Goods For Life,Vintage Wash,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide-Leg,https://www.kohls.com/product/prd-6890691/,Women's Sonoma Goods For Life® High-Rise Wide-Leg Jeans
Kohls,7623463,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans,Sonoma Goods For Life,Deep Blue Wash,29.99,34.99,true,Denim,No,"Midrise, sits on the high hip",Bootcut,https://www.kohls.com/product/prd-7623463/,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans
Kohls,7623463,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans,Sonoma Goods For Life,Medium Blue Wash,29.99,34.99,true,Denim,No,"Midrise, sits on the high hip",Bootcut,https://www.kohls.com/product/prd-7623463/,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans
Kohls,7623463,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans,Sonoma Goods For Life,Bright Medium Blue,29.99,34.99,true,Denim,No,"Midrise, sits on the high hip",Bootcut,https://www.kohls.com/product/prd-7623463/,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans
Kohls,7623463,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans,Sonoma Goods For Life,Rinse Wash,29.99,34.99,true,Denim,No,"Midrise, sits on the high hip",Bootcut,https://www.kohls.com/product/prd-7623463/,Women's Sonoma Goods For Life® Curvy Mid Rise Bootcut Jeans
Kohls,6125774,Women's LC Lauren Conrad Super High Waisted Flare Jeans,LC Lauren Conrad,Hazel Wash,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Flare,https://www.kohls.com/product/prd-6125774/,Women's LC Lauren Conrad Super High Waisted Flare Jeans
Kohls,6125774,Women's LC Lauren Conrad Super High Waisted Flare Jeans,LC Lauren Conrad,Tara Wash,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Flare,https://www.kohls.com/product/prd-6125774/,Women's LC Lauren Conrad Super High Waisted Flare Jeans
Kohls,6125774,Women's LC Lauren Conrad Super High Waisted Flare Jeans,LC Lauren Conrad,Portia Rinse,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Flare,https://www.kohls.com/product/prd-6125774/,Women's LC Lauren Conrad Super High Waisted Flare Jeans
Kohls,6125774,Women's LC Lauren Conrad Super High Waisted Flare Jeans,LC Lauren Conrad,Light Blue Wash,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Flare,https://www.kohls.com/product/prd-6125774/,Women's LC Lauren Conrad Super High Waisted Flare Jeans
Kohls,6125774,Women's LC Lauren Conrad Super High Waisted Flare Jeans,LC Lauren Conrad,Medium Blue Wash,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Flare,https://www.kohls.com/product/prd-6125774/,Women's LC Lauren Conrad Super High Waisted Flare Jeans
Kohls,7627049,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans,Sonoma Goods For Life,Medium Wash,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7627049/,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans
Kohls,7627049,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans,Sonoma Goods For Life,Bright Dark Wash,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7627049/,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans
Kohls,7627049,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans,Sonoma Goods For Life,Dark Wash,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7627049/,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans
Kohls,7627049,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans,Sonoma Goods For Life,Rinse,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7627049/,Plus Size Sonoma Goods For Life® Curvy High-Rise Straight Jeans
Kohls,7786611,Women's Apt. 9® Tummy Control Straight Jeans,Apt. 9,Black Wash,39.99,49.99,true,"72% cotton, 24% recycled polyester, 1% Lycra spandex, 3% other fiber",Yes,Mid rise design for a flattering fit,Straight,https://www.kohls.com/product/prd-7786611/,Women's Apt. 9® Tummy Control Straight Jeans
Kohls,7786611,Women's Apt. 9® Tummy Control Straight Jeans,Apt. 9,Medium Potassium Wash,39.99,49.99,true,"72% cotton, 24% recycled polyester, 1% Lycra spandex, 3% other fiber",Yes,Mid rise design for a flattering fit,Straight,https://www.kohls.com/product/prd-7786611/,Women's Apt. 9® Tummy Control Straight Jeans
Kohls,5170470,Women's LC Lauren Conrad High-Waist Bootcut Jeans,LC Lauren Conrad,Black,39.99,39.99,,Stretch denim construction,Yes,,Bootcut,https://www.kohls.com/product/prd-5170470/,Women's LC Lauren Conrad High-Waist Bootcut Jeans
Kohls,5170470,Women's LC Lauren Conrad High-Waist Bootcut Jeans,LC Lauren Conrad,Glenn Wash,39.99,39.99,,Stretch denim construction,Yes,,Bootcut,https://www.kohls.com/product/prd-5170470/,Women's LC Lauren Conrad High-Waist Bootcut Jeans
Kohls,5170470,Women's LC Lauren Conrad High-Waist Bootcut Jeans,LC Lauren Conrad,Malibu Wash,39.99,39.99,,Stretch denim construction,Yes,,Bootcut,https://www.kohls.com/product/prd-5170470/,Women's LC Lauren Conrad High-Waist Bootcut Jeans
Kohls,7626871,Petite Sonoma Goods For Life® High-Rise Straight Jeans,Sonoma Goods For Life,Dark Wash,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7626871/,Petite Sonoma Goods For Life® High-Rise Straight Jeans
Kohls,7626871,Petite Sonoma Goods For Life® High-Rise Straight Jeans,Sonoma Goods For Life,Medium Wash,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7626871/,Petite Sonoma Goods For Life® High-Rise Straight Jeans
Kohls,7626871,Petite Sonoma Goods For Life® High-Rise Straight Jeans,Sonoma Goods For Life,Bright Dark Wash,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7626871/,Petite Sonoma Goods For Life® High-Rise Straight Jeans
Kohls,7626871,Petite Sonoma Goods For Life® High-Rise Straight Jeans,Sonoma Goods For Life,Rinse,29.99,34.99,true,"Cotton, elastane",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-7626871/,Petite Sonoma Goods For Life® High-Rise Straight Jeans
Kohls,7553606,Juniors' SO® High Rise Pull-On Wide Leg Jeans,SO,Dark Indigo,,39.99,,Cotton,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-7553606/,Juniors' SO® High Rise Pull-On Wide Leg Jeans
Kohls,7553606,Juniors' SO® High Rise Pull-On Wide Leg Jeans,SO,Medium Tint,,39.99,,Cotton,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-7553606/,Juniors' SO® High Rise Pull-On Wide Leg Jeans
Kohls,7553606,Juniors' SO® High Rise Pull-On Wide Leg Jeans,SO,Dark,,39.99,,Cotton,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-7553606/,Juniors' SO® High Rise Pull-On Wide Leg Jeans
Kohls,7553606,Juniors' SO® High Rise Pull-On Wide Leg Jeans,SO,Superlight,,39.99,,Cotton,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-7553606/,Juniors' SO® High Rise Pull-On Wide Leg Jeans
Kohls,7553606,Juniors' SO® High Rise Pull-On Wide Leg Jeans,SO,Light Wash,,39.99,,Cotton,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-7553606/,Juniors' SO® High Rise Pull-On Wide Leg Jeans
Kohls,7553606,Juniors' SO® High Rise Pull-On Wide Leg Jeans,SO,Medium,,39.99,,Cotton,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-7553606/,Juniors' SO® High Rise Pull-On Wide Leg Jeans
Kohls,7541898,Women's LC Lauren Conrad Mid Rise Skinny Jeans,LC Lauren Conrad,Light Medium Wash,39.99,44.99,true,Soft denim fabric construction,No,Midrise sits on the high hip,Skinny,https://www.kohls.com/product/prd-7541898/,Women's LC Lauren Conrad Mid Rise Skinny Jeans
Kohls,7541898,Women's LC Lauren Conrad Mid Rise Skinny Jeans,LC Lauren Conrad,Lc Smith Wash,39.99,44.99,true,Soft denim fabric construction,No,Midrise sits on the high hip,Skinny,https://www.kohls.com/product/prd-7541898/,Women's LC Lauren Conrad Mid Rise Skinny Jeans
Kohls,7541898,Women's LC Lauren Conrad Mid Rise Skinny Jeans,LC Lauren Conrad,Lc Romelle Wash,39.99,44.99,true,Soft denim fabric construction,No,Midrise sits on the high hip,Skinny,https://www.kohls.com/product/prd-7541898/,Women's LC Lauren Conrad Mid Rise Skinny Jeans
Kohls,7541898,Women's LC Lauren Conrad Mid Rise Skinny Jeans,LC Lauren Conrad,Medium Dark Wash,39.99,44.99,true,Soft denim fabric construction,No,Midrise sits on the high hip,Skinny,https://www.kohls.com/product/prd-7541898/,Women's LC Lauren Conrad Mid Rise Skinny Jeans
Kohls,6890637,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans,Sonoma Goods For Life,Bright Medium Wash,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-6890637/,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans
Kohls,6890637,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans,Sonoma Goods For Life,Vintage Wash,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-6890637/,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans
Kohls,6890637,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans,Sonoma Goods For Life,Bisa Brown,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-6890637/,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans
Kohls,6890637,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans,Sonoma Goods For Life,Bright Dark,34.99,39.99,true,Denim construction,No,High rise sits below the natural waistline,Wide Leg,https://www.kohls.com/product/prd-6890637/,Petite Sonoma Goods For Life® High Rise Wide Leg Jeans
Kohls,7863233,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants,Croft & Barrow,Dark Wash,29.99,34.99,true,"Cotton, spandex",Yes,Super high rise sits on the natural waistline,Straight,https://www.kohls.com/product/prd-7863233/,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants
Kohls,7863233,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants,Croft & Barrow,Medium Wash,29.99,34.99,true,"Cotton, spandex",Yes,Super high rise sits on the natural waistline,Straight,https://www.kohls.com/product/prd-7863233/,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants
Kohls,7863233,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants,Croft & Barrow,Mineral Black,29.99,34.99,true,"Cotton, spandex",Yes,Super high rise sits on the natural waistline,Straight,https://www.kohls.com/product/prd-7863233/,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants
Kohls,7863233,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants,Croft & Barrow,Rinse Wash,29.99,34.99,true,"Cotton, spandex",Yes,Super high rise sits on the natural waistline,Straight,https://www.kohls.com/product/prd-7863233/,Plus Size Croft & Barrow® Straight Leg Denim Pull-On Pants
Kohls,6307941,Women's LC Lauren Conrad Super High-Rise True Straight Jeans,LC Lauren Conrad,Hazel Wash,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-6307941/,Women's LC Lauren Conrad Super High-Rise True Straight Jeans
Kohls,6307941,Women's LC Lauren Conrad Super High-Rise True Straight Jeans,LC Lauren Conrad,Indigo,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-6307941/,Women's LC Lauren Conrad Super High-Rise True Straight Jeans
Kohls,6307941,Women's LC Lauren Conrad Super High-Rise True Straight Jeans,LC Lauren Conrad,Light Wash,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-6307941/,Women's LC Lauren Conrad Super High-Rise True Straight Jeans
Kohls,6307941,Women's LC Lauren Conrad Super High-Rise True Straight Jeans,LC Lauren Conrad,Dark Rinse Denim,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-6307941/,Women's LC Lauren Conrad Super High-Rise True Straight Jeans
Kohls,6307941,Women's LC Lauren Conrad Super High-Rise True Straight Jeans,LC Lauren Conrad,Black Rinse,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-6307941/,Women's LC Lauren Conrad Super High-Rise True Straight Jeans
Kohls,6307941,Women's LC Lauren Conrad Super High-Rise True Straight Jeans,LC Lauren Conrad,Century Pink,39.99,44.99,true,"Cotton, polyester, lycra",Yes,High rise sits below the natural waistline,Straight,https://www.kohls.com/product/prd-6307941/,Women's LC Lauren Conrad Super High-Rise True Straight Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Washed Black,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Light Destructed,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Marbled Light,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Clean Dark,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Dark Indigo,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Light,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Bright Medium,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
Kohls,7562473,Juniors' SO® High Rise Baggy Wide Leg Jeans,SO,Medium,,39.99,,"Cotton, lyocell, spandex",Yes,High rise sits below the natural waistline,Baggy,https://www.kohls.com/product/prd-7562473/,Juniors' SO® High Rise Baggy Wide Leg Jeans
